date,股票代码,open,close,high,low,volume,成交额,振幅,pct,涨跌额,换手率
2025-12-01,603806,14.0,13.98,14.05,13.79,193062,271336986.0,1.86,0.14,0.02,0.74
2025-12-02,603806,13.89,13.81,13.92,13.71,145338,202557187.0,1.5,-1.22,-0.17,0.56
2025-12-03,603806,13.81,13.63,13.86,13.61,122933,170139479.0,1.81,-1.3,-0.18,0.47
2025-12-04,603806,13.59,13.64,13.68,13.5,99371,136712887.0,1.32,0.07,0.01,0.38
2025-12-05,603806,13.7,13.88,13.89,13.6,125445,174925592.0,2.13,1.76,0.24,0.48
2025-12-08,603806,13.88,13.76,13.92,13.73,147264,205348399.0,1.37,-0.86,-0.12,0.56
2025-12-09,603806,13.76,13.68,13.77,13.57,121841,168523421.0,1.45,-0.58,-0.08,0.47
2025-12-10,603806,13.6,13.68,13.77,13.43,184483,253601891.0,2.49,0.0,0.0,0.71
2025-12-11,603806,13.73,13.39,13.77,13.37,177427,242171522.0,2.92,-2.12,-0.29,0.68
2025-12-12,603806,13.42,13.72,13.72,13.1,511905,695424078.0,4.63,2.46,0.33,1.96
2025-12-15,603806,13.54,13.43,13.71,13.4,252692,345498674.0,2.26,-2.11,-0.29,0.97
2025-12-16,603806,13.3,13.08,13.37,13.05,220093,292524161.0,2.38,-2.61,-0.35,0.84
2025-12-17,603806,13.1,13.12,13.15,12.82,243207,319428912.0,2.52,0.31,0.04,0.93
2025-12-18,603806,13.05,13.02,13.12,12.91,146769,193562610.0,1.6,-0.76,-0.1,0.56
2025-12-19,603806,13.01,13.1,13.23,12.99,193040,256228378.0,1.84,0.61,0.08,0.74
2025-12-22,603806,13.1,13.2,13.32,13.07,171431,229291032.0,1.91,0.76,0.1,0.66
2025-12-23,603806,13.2,13.1,13.27,13.06,125344,166400619.0,1.59,-0.76,-0.1,0.48
2025-12-24,603806,13.07,13.45,13.47,12.99,214638,288982034.0,3.66,2.67,0.35,0.82
2025-12-25,603806,13.4,13.47,13.55,13.36,137600,187459766.0,1.41,0.15,0.02,0.53
2025-12-26,603806,13.55,13.9,14.09,13.55,289801,406395451.0,4.01,3.19,0.43,1.11
2025-12-29,603806,13.9,13.9,14.05,13.77,192681,270374016.0,2.01,0.0,0.0,0.74
2025-12-30,603806,13.86,13.88,14.0,13.7,240051,336374538.0,2.16,-0.14,-0.02,0.92
2025-12-31,603806,13.88,13.81,14.0,13.8,208229,291775890.0,1.44,-0.5,-0.07,0.8
2026-01-05,603806,13.95,13.82,14.0,13.69,214431,298525905.0,2.24,0.07,0.01,0.82
2026-01-06,603806,13.84,14.15,14.21,13.82,253338,359960866.0,2.82,2.39,0.33,0.97
2026-01-07,603806,14.15,14.1,14.23,13.99,199257,283720267.0,1.7,-0.35,-0.05,0.76
2026-01-08,603806,14.13,14.13,14.24,13.95,208072,297090759.0,2.06,0.21,0.03,0.8
2026-01-09,603806,14.11,13.93,14.19,13.83,322607,456357879.0,2.55,-1.42,-0.2,1.24
2026-01-12,603806,13.83,14.14,14.39,13.8,350122,500116544.0,4.24,1.51,0.21,1.34
2026-01-13,603806,14.15,13.91,14.17,13.74,334534,470204617.0,3.04,-1.63,-0.23,1.28
2026-01-14,603806,13.79,13.83,14.1,13.64,302004,424402000.0,3.31,-0.58,-0.08,1.16
2026-01-15,603806,13.85,14.03,14.13,13.78,252755,357799303.0,2.53,1.45,0.2,0.97
2026-01-16,603806,14.09,14.12,14.19,13.93,247392,351346332.0,1.85,0.64,0.09,0.95
2026-01-19,603806,14.06,15.17,15.45,13.95,910495,1373510002.0,10.62,7.44,1.05,3.49
2026-01-20,603806,15.34,15.27,16.03,15.15,958810,1503500950.0,5.8,0.66,0.1,3.68
2026-01-21,603806,15.25,15.34,15.54,14.95,412700,638079140.0,3.86,0.46,0.07,1.58
2026-01-22,603806,15.36,15.59,15.83,15.05,423465,662449142.0,5.08,1.63,0.25,1.62
2026-01-23,603806,15.86,17.16,17.16,15.81,737754,1260550410.0,8.66,10.07,1.57,2.83
2026-01-26,603806,18.5,17.72,18.72,17.49,1570396,2841947334.0,7.17,3.26,0.56,6.02
2026-01-27,603806,17.55,18.59,18.93,17.4,1284971,2351113918.0,8.63,4.91,0.87,4.93
2026-01-28,603806,18.24,17.64,18.3,17.5,727344,1303555064.0,4.3,-5.11,-0.95,2.79
2026-01-29,603806,17.48,17.69,18.3,17.16,693326,1242350935.0,6.46,0.28,0.05,2.66
2026-01-30,603806,17.36,16.86,17.45,16.26,716712,1210480612.0,6.73,-4.69,-0.83,2.75
2026-02-02,603806,17.05,16.85,17.28,16.73,469506,804300472.0,3.26,-0.06,-0.01,1.8
2026-02-03,603806,17.21,18.55,18.55,17.15,998977,1844430683.0,8.31,10.09,1.7,3.83
2026-02-04,603806,19.16,19.85,19.88,18.56,1511364,2918497403.0,7.12,7.01,1.3,5.79
2026-02-05,603806,19.01,18.45,19.06,18.13,831108,1554767088.0,4.69,-7.05,-1.4,3.19
2026-02-06,603806,17.94,18.33,18.63,17.67,581642,1075093509.0,5.2,-0.65,-0.12,2.23
2026-02-09,603806,18.77,19.35,19.76,18.6,872378,1697001737.0,6.33,5.56,1.02,3.34
2026-02-10,603806,19.72,19.08,20.01,18.96,505950,979746689.0,5.43,-1.4,-0.27,1.94
2026-02-11,603806,18.87,18.66,19.3,18.64,415675,791390884.0,3.46,-2.2,-0.42,1.59
2026-02-12,603806,18.59,18.56,18.89,18.51,395852,743853439.0,2.04,-0.54,-0.1,1.52
2026-02-13,603806,18.39,17.89,18.53,17.86,335167,612160030.0,3.61,-3.61,-0.67,1.28
2026-02-24,603806,18.08,18.0,18.16,17.82,324540,588307956.0,1.9,0.61,0.11,1.24
2026-02-25,603806,18.2,18.09,18.33,17.72,520763,947172200.0,3.39,0.5,0.09,2.0
2026-02-26,603806,17.93,17.61,17.94,17.49,461915,820083088.0,2.49,-2.65,-0.48,1.77
2026-02-27,603806,17.51,17.95,18.43,17.45,499856,908530015.0,5.57,1.93,0.34,1.92
2026-03-02,603806,17.66,18.07,18.39,17.59,449936,816100782.0,4.46,0.67,0.12,1.72
2026-03-03,603806,18.08,17.49,18.56,17.3,522897,939440529.0,6.97,-3.21,-0.58,2.0
2026-03-04,603806,16.95,17.43,17.68,16.95,344657,603367778.0,4.17,-0.34,-0.06,1.32
2026-03-05,603806,17.68,17.04,17.74,16.89,359033,621739221.0,4.88,-2.24,-0.39,1.38
2026-03-06,603806,16.88,16.96,17.16,16.57,260129,444522784.0,3.46,-0.47,-0.08,1.0
2026-03-09,603806,16.86,17.27,17.4,16.55,354377,608668759.0,5.01,1.83,0.31,1.36
2026-03-10,603806,17.44,17.57,17.67,16.93,395885,691816342.0,4.28,1.74,0.3,1.52
2026-03-11,603806,17.62,17.73,18.13,17.42,414496,746293321.0,4.04,0.91,0.16,1.59
2026-03-12,603806,17.76,17.66,17.95,17.32,322494,571656872.0,3.55,-0.39,-0.07,1.24
2026-03-13,603806,17.63,17.32,17.98,17.27,298487,530822698.0,4.02,-1.93,-0.34,1.14
2026-03-16,603806,17.32,16.98,17.43,16.92,285967,492644707.0,2.94,-1.96,-0.34,1.1
2026-03-17,603806,16.98,17.77,18.43,16.98,843626,1524919443.0,8.54,4.65,0.79,3.23
2026-03-18,603806,17.88,17.99,18.65,17.78,643520,1175322765.0,4.9,1.24,0.22,2.47
2026-03-19,603806,17.85,18.1,18.73,17.77,690430,1269129135.0,5.34,0.61,0.11,2.65
2026-03-20,603806,17.96,19.13,19.84,17.37,1141210,2160666457.0,13.65,5.69,1.03,4.37
2026-03-23,603806,19.13,18.97,19.77,18.73,872280,1690832679.0,5.44,-0.84,-0.16,3.34
2026-03-24,603806,19.05,19.35,19.42,18.19,792603,1514976278.0,6.48,2.0,0.38,3.04
2026-03-25,603806,18.98,18.64,19.41,18.45,633343,1204287350.0,4.96,-3.67,-0.71,2.43
2026-03-26,603806,18.53,18.06,18.92,17.92,473792,879164622.0,5.36,-3.11,-0.58,1.82
2026-03-27,603806,17.81,19.39,19.73,17.71,807438,1540541884.0,11.18,7.36,1.33,3.1
2026-03-30,603806,19.02,18.75,19.34,18.05,594928,1114634225.0,6.65,-3.3,-0.64,2.28
