date,股票代码,open,close,high,low,volume,成交额,振幅,pct,涨跌额,换手率
2025-12-01,300037,52.06,52.36,53.93,51.82,263649,1402069046.0,4.05,0.58,0.3,4.88
2025-12-02,300037,51.64,50.96,52.0,50.9,152408,788719817.0,2.1,-2.67,-1.4,2.82
2025-12-03,300037,51.32,49.5,51.52,49.18,167277,845884064.0,4.59,-2.86,-1.46,3.1
2025-12-04,300037,49.58,48.46,49.85,48.0,162273,796894224.0,3.74,-2.1,-1.04,3.0
2025-12-05,300037,48.5,48.42,48.88,47.29,149959,731476329.0,3.28,-0.08,-0.04,2.78
2025-12-08,300037,48.28,49.24,49.66,48.11,151309,748809923.0,3.2,1.69,0.82,2.8
2025-12-09,300037,48.87,48.56,49.72,48.01,134471,662687144.0,3.47,-1.38,-0.68,2.49
2025-12-10,300037,48.6,48.75,49.17,47.59,137414,671134061.0,3.25,0.39,0.19,2.54
2025-12-11,300037,49.0,48.07,49.96,48.0,150305,744269811.0,4.02,-1.39,-0.68,2.78
2025-12-12,300037,48.33,47.52,48.88,46.2,197012,936881336.0,5.58,-1.14,-0.55,3.65
2025-12-15,300037,47.2,47.17,48.38,46.93,113287,543941579.0,3.05,-0.74,-0.35,2.1
2025-12-16,300037,47.1,46.29,47.29,45.54,124742,582633206.0,3.71,-1.87,-0.88,2.31
2025-12-17,300037,46.75,48.51,48.61,46.3,196014,943587275.0,4.99,4.8,2.22,3.63
2025-12-18,300037,47.98,47.46,48.86,47.42,132491,642327731.0,2.97,-2.16,-1.05,2.45
2025-12-19,300037,47.38,48.82,50.15,47.38,201161,991944468.0,5.84,2.87,1.36,3.72
2025-12-22,300037,48.85,49.42,50.0,48.39,159303,794487171.0,3.3,1.23,0.6,2.95
2025-12-23,300037,49.32,52.0,53.09,49.05,321819,1667289550.0,8.17,5.22,2.58,5.91
2025-12-24,300037,51.77,52.59,53.88,51.52,292413,1555540625.0,4.54,1.13,0.59,5.37
2025-12-25,300037,52.1,53.16,53.68,51.27,225140,1192274395.0,4.58,1.08,0.57,4.14
2025-12-26,300037,54.48,54.11,55.45,52.76,333022,1816030611.0,5.06,1.79,0.95,6.12
2025-12-29,300037,53.2,51.38,53.49,51.28,284835,1499784486.0,4.08,-5.05,-2.73,5.23
2025-12-30,300037,50.97,52.04,52.6,50.69,174118,909050034.0,3.72,1.28,0.66,3.2
2025-12-31,300037,52.29,51.9,53.05,51.29,151136,795889504.0,3.38,-0.27,-0.14,2.81
2026-01-05,300037,52.8,53.18,53.48,51.7,210584,1122593449.0,3.43,2.47,1.28,3.91
2026-01-06,300037,54.05,53.63,54.46,53.11,242426,1314839236.0,2.54,0.85,0.45,4.5
2026-01-07,300037,53.28,53.12,54.05,52.63,217432,1170509530.0,2.65,-0.95,-0.51,4.04
2026-01-08,300037,52.7,52.46,53.13,51.61,200202,1059298566.0,2.86,-1.24,-0.66,3.72
2026-01-09,300037,52.3,54.97,55.98,51.78,310646,1714124500.0,8.01,4.78,2.51,5.77
2026-01-12,300037,54.85,54.14,55.72,52.95,250253,1365490742.0,5.04,-1.51,-0.83,4.65
2026-01-13,300037,54.23,54.16,55.46,53.3,249942,1368061453.0,3.99,0.04,0.02,4.64
2026-01-14,300037,53.5,53.52,55.1,52.43,257040,1398131850.0,4.93,-1.18,-0.64,4.77
2026-01-15,300037,53.1,54.85,56.58,52.94,261140,1452813058.0,6.8,2.49,1.33,4.85
2026-01-16,300037,56.1,55.17,56.98,55.0,253951,1431844495.0,3.61,0.58,0.32,4.72
2026-01-19,300037,54.5,56.08,56.65,54.5,173257,976072669.0,3.9,1.65,0.91,3.22
2026-01-20,300037,56.25,54.22,56.57,52.66,219391,1194425622.0,6.97,-3.32,-1.86,4.07
2026-01-21,300037,53.5,56.48,57.37,53.18,230064,1296244881.0,7.73,4.17,2.26,4.27
2026-01-22,300037,56.44,55.8,57.16,55.38,164809,933058805.0,3.15,-1.2,-0.68,3.06
2026-01-23,300037,56.2,57.7,57.84,56.2,214643,1237459928.0,2.94,3.41,1.9,3.99
2026-01-26,300037,57.68,55.32,58.18,54.71,220479,1248217146.0,6.01,-4.12,-2.38,4.09
2026-01-27,300037,55.06,53.5,56.72,52.24,211139,1142929054.0,8.1,-3.29,-1.82,3.92
2026-01-28,300037,53.5,52.6,53.5,51.28,235208,1239646979.0,4.15,-1.68,-0.9,4.37
2026-01-29,300037,52.4,50.71,53.41,50.62,173093,904686941.0,5.3,-3.59,-1.89,3.21
2026-01-30,300037,50.71,50.16,51.08,48.58,170316,856626748.0,4.93,-1.08,-0.55,3.16
2026-02-02,300037,50.05,48.01,50.5,47.98,139253,690000379.0,5.02,-4.29,-2.15,2.59
2026-02-03,300037,48.71,49.63,49.85,48.3,130203,646280138.0,3.23,3.37,1.62,2.42
2026-02-04,300037,49.56,49.01,49.63,47.95,127694,626018004.0,3.39,-1.25,-0.62,2.37
2026-02-05,300037,48.7,47.94,49.1,47.58,92064,447966472.0,3.1,-2.18,-1.07,1.71
2026-02-06,300037,47.5,49.67,50.67,47.16,176836,884953982.0,7.32,3.61,1.73,3.28
2026-02-09,300037,50.0,50.62,51.09,49.67,143180,729087034.0,2.86,1.91,0.95,2.66
2026-02-10,300037,50.62,50.38,51.06,50.2,91878,468944964.0,1.7,-0.47,-0.24,1.71
2026-02-11,300037,50.9,54.53,56.04,50.71,316823,1737643948.0,10.58,8.24,4.15,5.88
2026-02-12,300037,54.53,55.65,56.5,53.35,223201,1255424719.0,5.78,2.05,1.12,4.15
2026-02-13,300037,55.65,56.24,57.9,55.08,211228,1211291394.0,5.07,1.06,0.59,3.92
2026-02-24,300037,56.93,56.32,56.93,55.5,149163,848478088.0,2.54,0.14,0.08,2.77
2026-02-25,300037,56.33,58.35,59.87,55.9,259480,1524977866.0,7.05,3.6,2.03,4.82
2026-02-26,300037,59.52,57.08,59.69,56.89,214213,1244076839.0,4.8,-2.18,-1.27,3.98
2026-02-27,300037,56.98,56.61,57.25,56.08,143185,815709750.0,2.05,-0.82,-0.47,2.66
2026-03-02,300037,56.02,56.1,57.68,55.92,144630,823683492.0,3.11,-0.9,-0.51,2.69
2026-03-03,300037,56.3,54.87,57.2,53.95,186315,1040451291.0,5.79,-2.19,-1.23,3.46
2026-03-04,300037,54.31,54.32,55.75,54.01,128331,707725735.0,3.17,-1.0,-0.55,2.38
2026-03-05,300037,55.2,54.63,55.43,54.08,116150,640256518.0,2.49,0.57,0.31,2.16
2026-03-06,300037,54.32,54.19,55.05,53.67,112484,616491735.0,2.53,-0.81,-0.44,2.09
2026-03-09,300037,53.89,55.25,55.52,52.41,162841,888945724.0,5.74,1.96,1.06,3.02
