日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-25,300296,7.2,7.24,7.45,7.16,1165140,862635499.0,4.02,0.28,0.02,5.12
2025-09-26,300296,7.18,7.09,7.38,7.09,1003634,734627218.0,4.01,-2.07,-0.15,4.41
2025-09-29,300296,7.13,7.16,7.23,7.0,901816,651999751.0,3.24,0.99,0.07,3.97
2025-09-30,300296,7.13,7.13,7.24,7.09,794014,575566778.0,2.09,-0.42,-0.03,3.49
2025-10-09,300296,7.18,7.22,7.32,7.18,1140090,837692188.0,1.96,1.26,0.09,5.01
2025-10-10,300296,7.19,7.26,7.38,7.0,1564384,1132542550.0,5.26,0.55,0.04,6.88
2025-10-13,300296,6.9,7.13,7.17,6.74,1516450,1074594289.0,5.92,-1.79,-0.13,6.67
2025-10-14,300296,7.12,6.79,7.19,6.78,1433288,1011121066.0,5.75,-4.77,-0.34,6.3
2025-10-15,300296,6.82,6.88,6.89,6.71,713465,492732418.0,2.65,1.33,0.09,3.14
2025-10-16,300296,6.83,6.68,6.85,6.67,759751,519434176.0,2.62,-2.91,-0.2,3.34
2025-10-17,300296,6.69,6.37,6.71,6.34,908414,597459771.0,5.54,-4.64,-0.31,3.99
2025-10-20,300296,6.46,6.45,6.51,6.41,492572,323543967.0,1.57,1.26,0.08,2.17
2025-10-21,300296,6.48,6.7,6.75,6.46,756804,510560663.0,4.5,3.88,0.25,3.33
2025-10-22,300296,6.65,6.68,6.73,6.61,418409,283354316.0,1.79,-0.3,-0.02,1.84
2025-10-23,300296,6.83,6.78,6.95,6.67,908877,625629220.0,4.19,1.5,0.1,4.0
2025-10-24,300296,6.79,6.89,6.94,6.75,858446,597798626.0,2.8,1.62,0.11,3.77
2025-10-27,300296,6.91,6.86,6.99,6.84,679407,475452446.0,2.18,-0.44,-0.03,2.99
2025-10-28,300296,6.83,6.76,6.89,6.74,572277,395480151.0,2.19,-1.46,-0.1,2.52
2025-10-29,300296,6.76,6.8,6.83,6.69,564051,386701673.0,2.07,0.59,0.04,2.48
2025-10-30,300296,6.83,6.78,6.9,6.78,680438,472177905.0,1.76,-0.29,-0.02,2.99
2025-10-31,300296,6.78,6.78,6.86,6.76,476770,329132480.0,1.47,0.0,0.0,2.1
2025-11-03,300296,6.8,6.81,6.82,6.71,496436,340878435.0,1.62,0.44,0.03,2.18
2025-11-04,300296,6.81,6.63,6.81,6.59,610647,413197142.0,3.23,-2.64,-0.18,2.69
2025-11-05,300296,6.54,6.66,6.69,6.51,427510,287656231.0,2.71,0.45,0.03,1.88
2025-11-06,300296,6.65,6.7,6.72,6.59,470586,317885492.0,1.95,0.6,0.04,2.07
2025-11-07,300296,6.64,6.61,6.66,6.59,414251,278219029.0,1.04,-1.34,-0.09,1.82
2025-11-10,300296,6.59,6.6,6.66,6.56,409157,273780021.0,1.51,-0.15,-0.01,1.8
2025-11-11,300296,6.62,6.52,6.64,6.5,461361,306874226.0,2.12,-1.21,-0.08,2.03
2025-11-12,300296,6.51,6.41,6.51,6.39,443371,289786305.0,1.84,-1.69,-0.11,1.95
2025-11-13,300296,6.43,6.46,6.49,6.39,347418,227589074.0,1.56,0.78,0.05,1.53
2025-11-14,300296,6.41,6.37,6.47,6.37,416116,271124419.0,1.55,-1.39,-0.09,1.83
2025-11-17,300296,6.35,6.38,6.39,6.3,412758,266176857.0,1.41,0.16,0.01,1.81
