日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-25,600105,12.45,12.76,13.34,11.75,3526135,4412218688.0,13.06,4.85,0.59,24.12
2025-09-26,600105,12.86,12.34,13.61,12.28,2737423,3532811104.0,10.42,-3.29,-0.42,18.72
2025-09-29,600105,12.4,12.44,12.8,11.86,1907424,2369712277.0,7.62,0.81,0.1,13.05
2025-09-30,600105,12.56,12.66,13.07,12.51,1783454,2287888431.0,4.5,1.77,0.22,12.2
2025-10-09,600105,13.93,13.93,13.93,13.92,382045,534099163.0,0.08,10.03,1.27,2.61
2025-10-10,600105,15.33,14.76,15.33,14.36,4115858,6147100388.0,6.96,5.96,0.83,28.15
2025-10-13,600105,13.94,16.24,16.24,13.94,3212665,4906520001.0,15.58,10.03,1.48,21.97
2025-10-14,600105,16.51,15.07,16.67,14.76,3208790,4984418081.0,11.76,-7.2,-1.17,21.95
2025-10-15,600105,14.67,14.83,15.56,14.59,1948368,2922163856.0,6.44,-1.59,-0.24,13.33
2025-10-16,600105,14.79,14.33,15.07,14.09,1852589,2688911086.0,6.61,-3.37,-0.5,12.67
2025-10-17,600105,14.09,13.2,14.24,13.14,1842718,2491481975.0,7.68,-7.89,-1.13,12.6
2025-10-20,600105,13.45,13.79,14.07,13.31,1460615,2009903033.0,5.76,4.47,0.59,9.99
2025-10-21,600105,13.41,14.08,14.12,13.41,1525828,2098533521.0,5.15,2.1,0.29,10.44
2025-10-22,600105,13.89,14.04,14.58,13.77,1880378,2660866671.0,5.75,-0.28,-0.04,12.86
2025-10-23,600105,13.79,14.11,14.26,13.39,1428832,1982569857.0,6.2,0.5,0.07,9.77
2025-10-24,600105,14.09,14.42,14.5,13.89,1567117,2228497648.0,4.32,2.2,0.31,10.72
2025-10-27,600105,14.66,15.01,15.26,14.28,2006948,2981010707.0,6.8,4.09,0.59,13.73
2025-10-28,600105,15.17,16.07,16.51,15.02,3065511,4942476715.0,9.93,7.06,1.06,20.97
2025-10-29,600105,16.08,16.02,16.49,15.41,2544231,4068695486.0,6.72,-0.31,-0.05,17.4
2025-10-30,600105,15.97,15.22,15.99,14.92,2019805,3106664639.0,6.68,-4.99,-0.8,13.82
2025-10-31,600105,15.21,14.92,15.41,14.87,1177052,1773458406.0,3.55,-1.97,-0.3,8.05
2025-11-03,600105,15.06,15.03,15.34,14.72,1223594,1842478466.0,4.16,0.74,0.11,8.37
2025-11-04,600105,14.89,14.84,15.59,14.75,1286731,1955799424.0,5.59,-1.26,-0.19,8.8
2025-11-05,600105,14.24,14.54,14.77,14.05,1090831,1573109526.0,4.85,-2.02,-0.3,7.46
2025-11-06,600105,14.51,14.91,15.16,14.51,1077912,1596687644.0,4.47,2.54,0.37,7.37
2025-11-07,600105,14.69,14.3,14.72,14.27,912159,1314133693.0,3.02,-4.09,-0.61,6.24
2025-11-10,600105,14.23,13.95,14.37,13.71,944972,1317200479.0,4.62,-2.45,-0.35,6.46
2025-11-11,600105,13.95,14.85,15.17,13.95,1747120,2582376978.0,8.75,6.45,0.9,11.95
2025-11-12,600105,14.54,13.9,14.58,13.66,1273662,1784822172.0,6.2,-6.4,-0.95,8.71
