日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-23,002179,40.95,40.87,41.34,40.19,210367,868679410.99,2.81,-0.29,-0.12,1.01
2025-09-24,002179,40.55,40.85,41.03,40.25,142524,588155945.95,1.91,-0.05,-0.02,0.68
2025-09-25,002179,40.81,39.96,40.81,39.73,194736,791379485.51,2.64,-2.18,-0.89,0.94
2025-09-26,002179,39.85,39.67,40.69,39.5,197500,801253745.13,2.98,-0.73,-0.29,0.95
2025-09-29,002179,40.1,40.33,40.68,39.68,175213,713971119.1,2.52,1.66,0.66,0.84
2025-09-30,002179,40.21,40.72,41.24,40.0,207304,856787563.61,3.07,0.97,0.39,1.0
2025-10-09,002179,41.17,40.44,41.17,39.61,254557,1038534634.09,3.83,-0.69,-0.28,1.22
2025-10-10,002179,40.45,40.3,40.95,40.16,201991,829502047.62,1.95,-0.35,-0.14,0.97
2025-10-13,002179,39.45,40.32,40.57,39.35,169117,685707738.94,3.03,0.05,0.02,0.81
2025-10-14,002179,40.32,39.08,40.44,39.05,267852,1073446510.06,3.45,-3.08,-1.24,1.29
2025-10-15,002179,39.2,38.91,39.23,38.21,203061,795267568.94,2.61,-0.44,-0.17,0.98
2025-10-16,002179,38.97,38.68,39.49,38.56,137193,540185301.34,2.39,-0.59,-0.23,0.66
2025-10-17,002179,38.59,37.72,38.62,37.61,202326,780041359.84,2.61,-2.48,-0.96,0.97
2025-10-20,002179,37.89,37.34,38.0,37.13,218720,832808733.07,2.31,-1.01,-0.38,1.05
2025-10-21,002179,37.34,37.16,37.49,37.04,281809,1062535408.57,1.21,-0.48,-0.18,1.35
2025-10-22,002179,37.15,36.62,37.16,36.53,251038,934787592.02,1.7,-1.45,-0.54,1.21
2025-10-23,002179,36.6,36.45,36.67,35.94,236648,872180258.98,1.99,-0.46,-0.17,1.14
2025-10-24,002179,36.68,36.9,37.24,36.68,237172,889565355.01,1.54,1.23,0.45,1.14
2025-10-27,002179,37.17,37.19,37.53,36.9,297182,1120666955.26,1.71,0.79,0.29,1.43
2025-10-28,002179,37.19,37.26,37.41,36.84,191438,723084232.56,1.53,0.19,0.07,0.92
2025-10-29,002179,37.27,37.23,37.36,37.07,155309,586103477.46,0.78,-0.08,-0.03,0.75
2025-10-30,002179,34.01,34.63,35.43,34.01,701714,2472698708.46,3.81,-6.98,-2.6,3.37
