日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-23,002594,107.45,105.6,107.69,104.64,650963,6888232045.71,2.82,-2.21,-2.39,1.87
2025-09-24,002594,105.0,105.71,105.83,104.0,548162,5758922304.81,1.73,0.1,0.11,1.57
2025-09-25,002594,105.34,107.5,108.8,104.87,693482,7421942404.64,3.72,1.69,1.79,1.99
2025-09-26,002594,107.45,107.29,111.23,107.0,756612,8250492997.18,3.93,-0.2,-0.21,2.17
2025-09-29,002594,107.0,108.61,109.14,106.39,613984,6621874267.35,2.56,1.23,1.32,1.76
2025-09-30,002594,108.19,109.21,109.98,107.76,567756,6200518749.86,2.04,0.55,0.6,1.63
2025-10-09,002594,108.67,110.6,112.48,108.07,1008722,11196004666.78,4.04,1.27,1.39,2.89
2025-10-10,002594,110.55,107.79,110.55,107.58,590103,6420415513.32,2.69,-2.54,-2.81,1.69
2025-10-13,002594,105.0,105.69,105.98,104.1,744430,7841774365.12,1.74,-1.95,-2.1,2.13
2025-10-14,002594,106.68,105.99,109.36,105.62,767786,8244228528.63,3.54,0.28,0.3,2.2
2025-10-15,002594,106.45,107.1,107.51,105.5,475791,5063179652.06,1.9,1.05,1.11,1.36
2025-10-16,002594,107.0,106.96,109.3,106.51,523096,5628738804.39,2.61,-0.13,-0.14,1.5
2025-10-17,002594,106.6,104.43,106.63,104.26,625725,6576614911.1,2.22,-2.37,-2.53,1.79
2025-10-20,002594,105.22,104.52,105.63,104.08,355615,3721699722.1,1.48,0.09,0.09,1.02
2025-10-21,002594,104.69,104.76,105.07,104.24,299074,3133789475.42,0.79,0.23,0.24,0.86
2025-10-22,002594,104.1,103.78,104.32,103.37,357874,3715302135.68,0.91,-0.94,-0.98,1.03
2025-10-23,002594,103.3,103.69,103.73,102.0,378603,3889661810.81,1.67,-0.09,-0.09,1.09
2025-10-24,002594,103.98,103.76,104.37,103.61,305543,3173964302.23,0.73,0.07,0.07,0.88
2025-10-27,002594,104.0,104.01,104.97,103.88,345988,3607756848.47,1.05,0.24,0.25,0.99
2025-10-28,002594,104.02,103.72,104.32,103.5,265416,2755526046.73,0.79,-0.28,-0.29,0.76
2025-10-29,002594,103.73,104.52,105.18,103.0,397340,4128608368.72,2.1,0.77,0.8,1.14
2025-10-30,002594,104.0,103.61,104.86,103.5,358989,3733925602.84,1.3,-0.87,-0.91,1.03
2025-10-31,002594,101.0,100.79,101.32,100.0,637053,6418551106.33,1.27,-2.72,-2.82,1.83
2025-11-03,002594,100.79,99.6,100.99,98.5,551670,5472679664.54,2.47,-1.18,-1.19,1.58
2025-11-04,002594,99.0,97.8,99.54,97.71,435017,4274197473.75,1.84,-1.81,-1.8,1.25
2025-11-05,002594,96.66,95.8,96.66,94.73,587215,5617215879.19,1.97,-2.04,-2.0,1.68
2025-11-06,002594,95.58,97.52,97.75,95.4,402004,3897723836.01,2.45,1.8,1.72,1.15
2025-11-07,002594,97.0,97.2,98.15,96.83,322561,3145817990.54,1.35,-0.33,-0.32,0.92
2025-11-10,002594,97.35,99.39,100.35,97.35,554877,5513238812.76,3.09,2.25,2.19,1.59
2025-11-11,002594,99.5,98.71,99.78,98.14,319858,3161124109.67,1.65,-0.68,-0.68,0.92
2025-11-12,002594,98.8,97.77,98.99,97.54,260643,2555847684.22,1.47,-0.95,-0.94,0.75
2025-11-13,002594,97.01,99.83,100.5,97.01,579990,5759429263.98,3.57,2.11,2.06,1.66
2025-11-14,002594,99.0,98.37,100.5,98.33,342985,3396134915.94,2.17,-1.46,-1.46,0.98
2025-11-17,002594,97.8,98.08,98.59,97.25,207248,2029207778.62,1.36,-0.29,-0.29,0.59
2025-11-18,002594,97.54,96.49,97.85,96.02,304756,2949162764.52,1.87,-1.62,-1.59,0.87
2025-11-19,002594,96.4,95.17,96.66,95.01,348292,3327809283.94,1.71,-1.37,-1.32,1.0
2025-11-20,002594,95.17,93.61,95.5,93.5,391811,3692348084.89,2.1,-1.64,-1.56,1.12
2025-11-21,002594,92.49,92.7,94.39,91.7,451713,4182916492.54,2.87,-0.97,-0.91,1.3
2025-11-24,002594,93.1,93.93,94.41,92.2,327302,3064736738.52,2.38,1.33,1.23,0.94
2025-11-25,002594,94.0,93.91,95.38,93.7,277489,2620855758.23,1.79,-0.02,-0.02,0.8
2025-11-26,002594,94.75,95.09,95.44,94.45,306577,2914626392.7,1.05,1.26,1.18,0.88
2025-11-27,002594,94.6,94.29,95.16,94.22,202280,1915349541.08,0.99,-0.84,-0.8,0.58
2025-11-28,002594,94.6,95.17,95.23,94.2,219351,2080615710.1,1.09,0.93,0.88,0.63
2025-12-01,002594,95.39,95.77,96.3,95.14,233713,2237016414.3,1.22,0.63,0.6,0.67
2025-12-02,002594,96.42,96.62,97.8,96.25,359217,3483571735.4,1.62,0.89,0.85,1.03
2025-12-03,002594,96.64,95.05,96.65,94.89,231573,2207429345.9,1.82,-1.62,-1.57,0.66
2025-12-04,002594,94.92,95.24,95.29,94.2,166142,1576759405.22,1.15,0.2,0.19,0.48
2025-12-05,002594,95.29,95.98,96.22,94.71,211618,2021250208.5,1.59,0.78,0.74,0.61
2025-12-08,002594,96.21,96.53,97.15,96.21,247805,2397261754.42,0.98,0.57,0.55,0.71
2025-12-09,002594,96.21,96.03,96.66,95.7,163227,1568057388.33,0.99,-0.52,-0.5,0.47
2025-12-10,002594,95.6,96.47,96.65,94.9,198402,1902988179.72,1.82,0.46,0.44,0.57
2025-12-11,002594,96.98,96.23,97.12,95.85,250908,2422448208.27,1.32,-0.25,-0.24,0.72
2025-12-12,002594,96.2,97.0,97.7,95.65,554621,5390456375.38,2.13,0.8,0.77,1.59
2025-12-15,002594,96.55,95.53,97.16,95.53,293301,2824248327.37,1.68,-1.52,-1.47,0.84
2025-12-16,002594,95.5,94.25,95.7,94.14,258768,2450336536.01,1.63,-1.34,-1.28,0.74
2025-12-17,002594,94.5,95.21,95.7,93.68,272825,2584139144.72,2.14,1.02,0.96,0.78
2025-12-18,002594,94.39,93.53,94.6,93.5,252797,2376126962.27,1.16,-1.76,-1.68,0.72
2025-12-19,002594,94.0,94.23,95.27,93.73,272068,2573037717.75,1.65,0.75,0.7,0.78
2025-12-22,002594,94.7,94.37,95.36,94.25,206235,1952361858.31,1.18,0.15,0.14,0.59
2025-12-23,002594,94.5,94.81,95.5,94.5,236617,2247679864.35,1.06,0.47,0.44,0.68
2025-12-24,002594,94.8,94.42,94.8,94.05,192810,1819358258.51,0.79,-0.41,-0.39,0.55
2025-12-25,002594,94.43,94.84,95.23,94.12,182202,1725723850.6,1.18,0.44,0.42,0.52
2025-12-26,002594,95.28,100.01,101.45,95.25,1020959,10178557961.83,6.54,5.45,5.17,2.93
2025-12-29,002594,100.5,100.21,101.3,99.6,519167,5209488142.03,1.7,0.2,0.2,1.49
2025-12-30,002594,99.26,99.75,100.15,98.74,318756,3174697985.99,1.41,-0.46,-0.46,0.91
2025-12-31,002594,99.98,97.72,100.2,97.38,402859,3955310311.36,2.83,-2.04,-2.03,1.16
2026-01-05,002594,98.4,98.11,99.48,97.9,382625,3762797878.26,1.62,0.4,0.39,1.1
2026-01-06,002594,98.22,99.99,100.5,98.12,521785,5185026166.42,2.43,1.92,1.88,1.5
2026-01-07,002594,99.96,97.6,99.96,97.06,560849,5502570730.88,2.9,-2.39,-2.39,1.61
2026-01-08,002594,97.2,96.88,97.2,96.33,300655,2908439428.93,0.89,-0.74,-0.72,0.86
2026-01-09,002594,97.05,97.01,97.95,96.9,350341,3412630184.79,1.08,0.13,0.13,1.0
2026-01-12,002594,97.01,97.47,98.0,96.3,425257,4125432529.12,1.75,0.47,0.46,1.22
2026-01-13,002594,99.0,97.19,99.6,96.88,498723,4905229941.76,2.79,-0.29,-0.28,1.43
2026-01-14,002594,96.81,96.1,97.74,95.51,514750,4975154616.41,2.29,-1.12,-1.09,1.48
