日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-12-08,9.0,8.93,9.09,8.9,4676306.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,8.97,8.83,9.0,8.81,3802932.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,8.85,8.63,8.85,8.6,4597277.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,8.67,8.48,8.71,8.48,3716354.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,8.54,8.71,8.94,8.47,5517970.0,0.0,0.0,0.0,0.0,0.0
2025-12-15,8.85,8.75,8.87,8.68,4667513.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,8.73,8.39,8.73,8.35,5129909.0,0.0,0.0,0.0,0.0,0.0
2025-12-17,8.42,8.34,8.51,8.14,5735442.0,0.0,0.0,0.0,0.0,0.0
2025-12-18,8.29,8.33,8.42,8.29,3676317.0,0.0,0.0,0.0,0.0,0.0
2025-12-19,8.41,8.46,8.52,8.3,3594315.0,0.0,0.0,0.0,0.0,0.0
2025-12-22,8.46,8.4,8.58,8.33,4385268.0,0.0,0.0,0.0,0.0,0.0
2025-12-23,8.34,8.37,8.44,8.27,2694866.0,0.0,0.0,0.0,0.0,0.0
2025-12-24,8.37,8.42,8.52,8.27,3328936.0,0.0,0.0,0.0,0.0,0.0
2025-12-25,8.47,8.56,8.62,8.38,2726895.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,8.56,8.4,8.65,8.4,3663301.0,0.0,0.0,0.0,0.0,0.0
2025-12-29,8.4,8.39,8.44,8.32,2463586.0,0.0,0.0,0.0,0.0,0.0
2025-12-30,8.38,8.32,8.42,8.27,2505309.0,0.0,0.0,0.0,0.0,0.0
2025-12-31,8.28,8.21,8.32,8.08,3559223.0,0.0,0.0,0.0,0.0,0.0
2026-01-05,8.21,8.34,8.41,8.14,3925421.0,0.0,0.0,0.0,0.0,0.0
2026-01-06,8.32,8.44,8.51,8.32,4207764.0,0.0,0.0,0.0,0.0,0.0
2026-01-07,8.49,8.52,8.59,8.42,4138403.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,8.5,8.96,9.02,8.5,9942672.0,0.0,0.0,0.0,0.0,0.0
2026-01-09,8.92,9.01,9.24,8.8,7091879.0,0.0,0.0,0.0,0.0,0.0
2026-01-12,9.11,9.03,9.14,8.84,8082270.0,0.0,0.0,0.0,0.0,0.0
2026-01-13,9.04,9.1,9.27,8.85,7727926.0,0.0,0.0,0.0,0.0,0.0
2026-01-14,9.11,9.12,9.25,9.0,7863620.0,0.0,0.0,0.0,0.0,0.0
2026-01-15,9.09,9.22,9.22,9.03,5065280.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,9.5,9.93,10.5,9.45,29433281.0,0.0,0.0,0.0,0.0,0.0
2026-01-19,9.9,10.19,10.36,9.89,24632817.0,0.0,0.0,0.0,0.0,0.0
2026-01-20,10.25,9.92,10.29,9.82,16194156.0,0.0,0.0,0.0,0.0,0.0
2026-01-21,9.85,9.7,9.97,9.64,10243363.0,0.0,0.0,0.0,0.0,0.0
2026-01-22,9.8,9.76,9.86,9.52,7838550.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,9.81,9.92,10.11,9.66,9654887.0,0.0,0.0,0.0,0.0,0.0
2026-01-26,9.85,9.93,10.03,9.77,9788823.0,0.0,0.0,0.0,0.0,0.0
2026-01-27,9.97,9.75,9.97,9.53,5848756.0,0.0,0.0,0.0,0.0,0.0
2026-01-28,9.83,9.6,9.83,9.55,4612379.0,0.0,0.0,0.0,0.0,0.0
2026-01-29,9.61,9.37,9.67,9.3,5652044.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,9.3,9.5,9.57,9.27,5522850.0,0.0,0.0,0.0,0.0,0.0
2026-02-02,9.5,9.45,9.75,9.43,7947415.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,9.45,9.66,9.7,9.45,5161737.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,9.69,9.67,9.86,9.56,4925692.0,0.0,0.0,0.0,0.0,0.0
2026-02-05,9.63,9.32,9.63,9.28,6452458.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,9.26,9.47,9.66,9.26,5679230.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,9.67,9.58,9.73,9.49,6064700.0,0.0,0.0,0.0,0.0,0.0
2026-02-10,9.67,9.54,9.67,9.5,4544078.0,0.0,0.0,0.0,0.0,0.0
2026-02-11,9.6,9.55,9.79,9.49,5680039.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,9.87,9.63,9.9,9.56,9889795.0,0.0,0.0,0.0,0.0,0.0
2026-02-13,9.53,9.39,9.62,9.38,4834672.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,9.45,9.73,9.82,9.45,7169730.0,0.0,0.0,0.0,0.0,0.0
2026-02-25,9.73,9.76,9.83,9.63,5158236.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,9.74,9.97,10.04,9.68,7028546.0,0.0,0.0,0.0,0.0,0.0
