日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-23,300072,3.67,3.56,3.68,3.51,362824,128994498.0,4.62,-3.26,-0.12,1.56
2025-09-24,300072,3.57,3.6,3.61,3.54,272488,97516673.0,1.97,1.12,0.04,1.17
2025-09-25,300072,3.61,3.62,3.75,3.58,360783,132107990.0,4.72,0.56,0.02,1.55
2025-09-26,300072,3.6,3.72,3.75,3.6,443280,163982871.0,4.14,2.76,0.1,1.9
2025-09-29,300072,3.71,3.73,3.75,3.67,335965,124551859.0,2.15,0.27,0.01,1.44
2025-09-30,300072,3.74,3.66,3.76,3.65,283782,104924275.0,2.95,-1.88,-0.07,1.22
2025-10-09,300072,3.66,3.62,3.69,3.58,282431,102082954.0,3.01,-1.09,-0.04,1.21
2025-10-10,300072,3.61,3.68,3.7,3.6,264724,97070423.0,2.76,1.66,0.06,1.14
2025-10-13,300072,3.61,3.66,3.67,3.53,301575,108712636.0,3.8,-0.54,-0.02,1.29
2025-10-14,300072,3.72,3.76,4.05,3.7,799076,306817621.0,9.56,2.73,0.1,3.43
2025-10-15,300072,3.85,3.75,3.85,3.71,472049,177119132.0,3.72,-0.27,-0.01,2.02
2025-10-16,300072,3.73,3.66,3.76,3.65,314314,115970878.0,2.93,-2.4,-0.09,1.35
2025-10-17,300072,3.68,3.63,3.83,3.62,432265,161020041.0,5.74,-0.82,-0.03,1.85
2025-10-20,300072,3.7,3.96,3.96,3.68,966123,373593977.0,7.71,9.09,0.33,4.14
2025-10-21,300072,3.97,3.98,4.02,3.89,721294,286079131.0,3.28,0.51,0.02,3.09
2025-10-22,300072,3.96,3.94,4.01,3.91,481751,190537185.0,2.51,-1.01,-0.04,2.07
2025-10-23,300072,3.93,3.98,4.01,3.86,443333,173719747.0,3.81,1.02,0.04,1.9
2025-10-24,300072,4.02,4.1,4.13,3.91,785575,315223106.0,5.53,3.02,0.12,3.37
2025-10-27,300072,4.17,3.98,4.19,3.95,780914,314510951.0,5.85,-2.93,-0.12,3.35
2025-10-28,300072,3.99,4.04,4.18,3.97,718789,293916116.0,5.28,1.51,0.06,3.08
2025-10-29,300072,4.0,4.08,4.09,3.95,456500,183543685.0,3.47,0.99,0.04,1.96
2025-10-30,300072,4.08,3.98,4.08,3.97,369757,148312048.0,2.7,-2.45,-0.1,1.59
2025-10-31,300072,3.98,4.09,4.14,3.98,553986,226088371.0,4.02,2.76,0.11,2.38
2025-11-03,300072,4.11,4.11,4.13,4.07,339286,139077309.0,1.47,0.49,0.02,1.46
2025-11-04,300072,4.11,4.1,4.18,4.07,459499,189554051.0,2.68,-0.24,-0.01,1.97
