日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-23,600905,4.25,4.26,4.28,4.22,1714094,728227867.0,1.41,0.24,0.01,0.6
2025-09-24,600905,4.25,4.26,4.28,4.24,1054037,448638525.0,0.94,0.0,0.0,0.37
2025-09-25,600905,4.25,4.24,4.26,4.23,901956,382424539.0,0.7,-0.47,-0.02,0.32
2025-09-26,600905,4.23,4.28,4.29,4.23,1628987,694674461.0,1.42,0.94,0.04,0.57
2025-09-29,600905,4.28,4.28,4.29,4.25,1251308,533626248.0,0.93,0.0,0.0,0.44
2025-09-30,600905,4.27,4.25,4.27,4.25,1018213,433408906.0,0.47,-0.7,-0.03,0.36
2025-10-09,600905,4.26,4.34,4.34,4.25,2822871,1215604205.0,2.12,2.12,0.09,0.99
2025-10-10,600905,4.34,4.32,4.35,4.31,1706118,738491017.0,0.92,-0.46,-0.02,0.6
2025-10-13,600905,4.28,4.34,4.35,4.26,2208194,949378372.0,2.08,0.46,0.02,0.77
2025-10-14,600905,4.34,4.33,4.36,4.32,1782535,773718789.0,0.92,-0.23,-0.01,0.62
2025-10-15,600905,4.33,4.31,4.35,4.29,1485341,641224834.0,1.39,-0.46,-0.02,0.52
2025-10-16,600905,4.31,4.32,4.32,4.29,1377713,593728799.0,0.7,0.23,0.01,0.48
2025-10-17,600905,4.31,4.3,4.35,4.29,1776199,766581679.0,1.39,-0.46,-0.02,0.62
2025-10-20,600905,4.33,4.29,4.33,4.27,1549973,665732327.0,1.4,-0.23,-0.01,0.54
2025-10-21,600905,4.29,4.29,4.31,4.28,1153075,495552875.0,0.7,0.0,0.0,0.4
2025-10-22,600905,4.29,4.29,4.31,4.29,820992,353008192.0,0.47,0.0,0.0,0.29
2025-10-23,600905,4.3,4.33,4.34,4.29,1556152,671708793.0,1.17,0.93,0.04,0.54
2025-10-24,600905,4.33,4.3,4.33,4.29,1305831,562442714.0,0.92,-0.69,-0.03,0.46
2025-10-27,600905,4.31,4.33,4.33,4.29,1492425,643798999.0,0.93,0.7,0.03,0.52
2025-10-28,600905,4.32,4.29,4.32,4.28,1451357,624116209.0,0.92,-0.92,-0.04,0.51
2025-10-29,600905,4.29,4.29,4.3,4.28,962887,413170664.0,0.47,0.0,0.0,0.34
2025-10-30,600905,4.3,4.38,4.43,4.29,3848122,1680283242.0,3.26,2.1,0.09,1.35
2025-10-31,600905,4.34,4.25,4.35,4.25,4747928,2035163246.0,2.28,-2.97,-0.13,1.66
2025-11-03,600905,4.25,4.26,4.27,4.24,1482379,631016235.0,0.71,0.24,0.01,0.52
2025-11-04,600905,4.26,4.26,4.28,4.25,1338591,570955725.0,0.7,0.0,0.0,0.47
2025-11-05,600905,4.25,4.27,4.28,4.24,1215107,518079426.0,0.94,0.23,0.01,0.43
2025-11-06,600905,4.27,4.3,4.33,4.27,1951189,839658601.0,1.41,0.7,0.03,0.68
2025-11-07,600905,4.29,4.32,4.32,4.29,1254880,540422921.0,0.7,0.47,0.02,0.44
2025-11-10,600905,4.32,4.31,4.33,4.3,1058692,456772435.0,0.69,-0.23,-0.01,0.37
2025-11-11,600905,4.33,4.32,4.33,4.3,1320364,570192343.0,0.7,0.23,0.01,0.46
2025-11-12,600905,4.32,4.29,4.33,4.28,1133785,487873379.0,1.16,-0.69,-0.03,0.4
2025-11-13,600905,4.29,4.29,4.3,4.27,1260083,539784512.0,0.7,0.0,0.0,0.44
2025-11-14,600905,4.28,4.28,4.3,4.27,1061933,455283648.0,0.7,-0.23,-0.01,0.37
2025-11-17,600905,4.28,4.28,4.29,4.25,1311163,559660803.0,0.93,0.0,0.0,0.46
2025-11-18,600905,4.28,4.25,4.28,4.24,1557166,662555734.0,0.93,-0.7,-0.03,0.54
2025-11-19,600905,4.25,4.24,4.26,4.23,1145009,485548893.0,0.71,-0.24,-0.01,0.4
2025-11-20,600905,4.25,4.24,4.26,4.23,991060,420643329.0,0.71,0.0,0.0,0.35
2025-11-21,600905,4.23,4.19,4.23,4.18,1895657,796992581.0,1.18,-1.18,-0.05,0.66
2025-11-24,600905,4.2,4.19,4.2,4.17,1085434,454018482.0,0.72,0.0,0.0,0.38
2025-11-25,600905,4.19,4.18,4.2,4.18,898974,376449086.0,0.48,-0.24,-0.01,0.31
2025-11-26,600905,4.18,4.17,4.19,4.17,779513,325616798.0,0.48,-0.24,-0.01,0.27
2025-11-27,600905,4.17,4.17,4.18,4.16,510047,212807103.0,0.48,0.0,0.0,0.18
2025-11-28,600905,4.17,4.18,4.18,4.16,780231,325217521.0,0.48,0.24,0.01,0.27
2025-12-01,600905,4.18,4.19,4.2,4.17,729467,305071400.0,0.72,0.24,0.01,0.26
2025-12-02,600905,4.19,4.18,4.19,4.17,493699,206403797.0,0.48,-0.24,-0.01,0.17
2025-12-03,600905,4.18,4.19,4.2,4.17,754652,316004898.0,0.72,0.24,0.01,0.26
2025-12-04,600905,4.19,4.19,4.2,4.18,545081,228391118.0,0.48,0.0,0.0,0.19
2025-12-05,600905,4.19,4.2,4.2,4.17,716513,300059531.0,0.72,0.24,0.01,0.25
2025-12-08,600905,4.2,4.19,4.21,4.18,749125,314108939.0,0.71,-0.24,-0.01,0.26
2025-12-09,600905,4.19,4.17,4.19,4.16,694204,289814753.0,0.72,-0.48,-0.02,0.24
2025-12-10,600905,4.16,4.16,4.18,4.14,998692,414971937.0,0.96,-0.24,-0.01,0.35
2025-12-11,600905,4.16,4.14,4.16,4.14,647994,268808675.0,0.48,-0.48,-0.02,0.23
2025-12-12,600905,4.14,4.14,4.15,4.12,1031538,426169876.0,0.72,0.0,0.0,0.36
2025-12-15,600905,4.13,4.13,4.14,4.12,594471,245529606.0,0.48,-0.24,-0.01,0.21
2025-12-16,600905,4.13,4.12,4.13,4.09,1034428,424810260.0,0.97,-0.24,-0.01,0.36
2025-12-17,600905,4.11,4.12,4.13,4.08,904636,371248959.0,1.21,0.0,0.0,0.32
2025-12-18,600905,4.11,4.12,4.13,4.1,530244,218312113.0,0.73,0.0,0.0,0.19
2025-12-19,600905,4.12,4.13,4.14,4.11,669095,276520454.0,0.73,0.24,0.01,0.23
2025-12-22,600905,4.13,4.13,4.14,4.12,753684,311389937.0,0.48,0.0,0.0,0.26
2025-12-23,600905,4.13,4.12,4.14,4.11,658378,271396155.0,0.73,-0.24,-0.01,0.23
