日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-10-21,54.2,53.7,54.23,53.48,7792249.0,0.0,0.0,0.0,0.0,0.0
2025-10-22,53.66,53.22,54.75,53.14,6080550.0,0.0,0.0,0.0,0.0,0.0
2025-10-23,53.06,52.63,53.32,51.84,8589270.0,0.0,0.0,0.0,0.0,0.0
2025-10-24,52.6,52.56,53.51,52.41,8334518.0,0.0,0.0,0.0,0.0,0.0
2025-10-27,53.16,53.37,54.05,53.05,13773138.0,0.0,0.0,0.0,0.0,0.0
2025-10-28,53.08,53.54,53.61,52.51,8463230.0,0.0,0.0,0.0,0.0,0.0
2025-10-29,54.48,59.48,59.68,54.48,32271692.0,0.0,0.0,0.0,0.0,0.0
2025-10-30,59.2,59.09,60.05,58.58,23948424.0,0.0,0.0,0.0,0.0,0.0
2025-10-31,59.02,59.88,60.43,58.05,17641421.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,59.9,60.38,61.67,59.51,16324051.0,0.0,0.0,0.0,0.0,0.0
2025-11-04,59.73,59.28,60.65,59.01,11051561.0,0.0,0.0,0.0,0.0,0.0
2025-11-05,58.77,58.54,59.49,57.83,9158185.0,0.0,0.0,0.0,0.0,0.0
2025-11-06,58.88,58.69,60.45,58.57,11253686.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,58.69,58.32,59.27,57.96,7528074.0,0.0,0.0,0.0,0.0,0.0
2025-11-10,58.23,60.0,60.21,57.91,12503395.0,0.0,0.0,0.0,0.0,0.0
2025-11-11,60.0,58.82,60.0,58.08,10159004.0,0.0,0.0,0.0,0.0,0.0
2025-11-12,58.87,57.83,59.55,57.8,9188908.0,0.0,0.0,0.0,0.0,0.0
2025-11-13,57.93,59.13,59.97,57.41,9717107.0,0.0,0.0,0.0,0.0,0.0
2025-11-14,58.88,57.9,59.5,57.89,9888410.0,0.0,0.0,0.0,0.0,0.0
2025-11-17,57.65,55.58,57.7,54.77,15079729.0,0.0,0.0,0.0,0.0,0.0
2025-11-18,55.04,53.68,55.62,53.59,15666773.0,0.0,0.0,0.0,0.0,0.0
2025-11-19,53.77,52.37,54.15,52.21,10851449.0,0.0,0.0,0.0,0.0,0.0
2025-11-20,52.78,50.69,52.85,50.53,11954012.0,0.0,0.0,0.0,0.0,0.0
2025-11-21,50.28,49.59,51.0,48.81,13673422.0,0.0,0.0,0.0,0.0,0.0
2025-11-24,50.0,50.7,51.3,49.82,10182894.0,0.0,0.0,0.0,0.0,0.0
2025-11-25,50.74,50.86,51.52,50.46,8585407.0,0.0,0.0,0.0,0.0,0.0
2025-11-26,50.92,51.08,52.09,50.88,8884877.0,0.0,0.0,0.0,0.0,0.0
2025-11-27,51.08,51.2,51.94,50.58,8170147.0,0.0,0.0,0.0,0.0,0.0
2025-11-28,51.24,51.01,51.47,50.8,7300466.0,0.0,0.0,0.0,0.0,0.0
2025-12-01,51.0,50.77,51.66,50.53,10476912.0,0.0,0.0,0.0,0.0,0.0
2025-12-02,50.61,48.8,50.65,48.75,12573880.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,48.84,48.3,49.05,48.14,8450141.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,48.5,48.88,49.05,47.9,8757159.0,0.0,0.0,0.0,0.0,0.0
2025-12-05,48.88,49.45,49.45,48.15,7751980.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,49.69,49.31,49.94,49.16,7108402.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,49.46,49.76,50.52,49.33,11136409.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,48.89,49.89,49.94,48.6,7524265.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,49.97,49.19,50.66,49.19,6673753.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,49.6,50.28,50.45,49.02,11248875.0,0.0,0.0,0.0,0.0,0.0
