日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-23,000417,6.01,5.91,6.01,5.78,220554,129241289.0,3.82,-1.83,-0.11,2.83
2025-09-24,000417,5.87,5.94,5.94,5.85,119673,70789878.31,1.52,0.51,0.03,1.54
2025-09-25,000417,5.95,5.87,5.95,5.85,115962,68304066.0,1.68,-1.18,-0.07,1.49
2025-09-26,000417,5.86,5.91,6.05,5.83,153330,91198306.3,3.75,0.68,0.04,1.97
2025-09-29,000417,5.9,5.92,5.93,5.78,152730,89385181.92,2.54,0.17,0.01,1.96
2025-09-30,000417,5.92,5.92,5.98,5.89,100268,59455952.38,1.52,0.0,0.0,1.29
2025-10-09,000417,5.93,6.01,6.04,5.87,154608,92187369.82,2.87,1.52,0.09,1.98
2025-10-10,000417,6.06,6.34,6.42,6.04,502059,314515972.24,6.32,5.49,0.33,6.44
2025-10-13,000417,6.43,6.97,6.97,6.37,620336,423695947.28,9.46,9.94,0.63,7.96
2025-10-14,000417,7.25,7.11,7.64,7.1,1221307,892881426.2,7.75,2.01,0.14,15.68
2025-10-15,000417,7.23,7.32,7.65,7.0,1073852,789661884.92,9.14,2.95,0.21,13.78
2025-10-16,000417,7.32,7.56,8.0,7.13,1101687,845044092.9,11.89,3.28,0.24,14.14
2025-10-17,000417,7.42,7.31,7.83,7.31,987612,742085697.3,6.88,-3.31,-0.25,12.68
2025-10-20,000417,7.45,7.21,7.46,7.16,733172,532389253.19,4.1,-1.37,-0.1,9.41
2025-10-21,000417,7.24,7.49,7.74,7.15,759401,566615338.5,8.18,3.88,0.28,9.75
2025-10-22,000417,7.38,7.8,8.22,7.3,1234028,956146792.0,12.28,4.14,0.31,15.84
2025-10-23,000417,7.86,7.38,7.98,7.24,765581,571967546.96,9.49,-5.38,-0.42,9.83
2025-10-24,000417,7.47,7.28,7.62,7.14,746005,549755239.02,6.5,-1.36,-0.1,9.58
2025-10-27,000417,7.27,7.18,7.33,7.12,465667,334847470.46,2.88,-1.37,-0.1,5.98
2025-10-28,000417,7.17,7.1,7.32,7.06,352507,251847695.79,3.62,-1.11,-0.08,4.52
2025-10-29,000417,7.07,7.09,7.13,6.91,299830,211108612.37,3.1,-0.14,-0.01,3.85
2025-10-30,000417,7.07,6.85,7.07,6.85,288345,199686224.74,3.1,-3.39,-0.24,3.7
2025-10-31,000417,6.9,6.7,6.91,6.63,379388,254625624.27,4.09,-2.19,-0.15,4.87
2025-11-03,000417,6.64,6.63,6.68,6.54,260591,171591020.96,2.09,-1.04,-0.07,3.35
2025-11-04,000417,6.61,6.61,6.66,6.55,200267,132176021.34,1.66,-0.3,-0.02,2.57
2025-11-05,000417,6.57,6.64,6.69,6.49,236686,157052263.96,3.03,0.45,0.03,3.04
2025-11-06,000417,6.61,6.57,6.65,6.51,189629,124219920.5,2.11,-1.05,-0.07,2.43
2025-11-07,000417,6.56,6.53,6.59,6.51,141173,92381406.3,1.22,-0.61,-0.04,1.81
2025-11-10,000417,6.51,6.83,6.96,6.48,532021,358708743.85,7.35,4.59,0.3,6.83
2025-11-11,000417,6.81,6.94,6.96,6.73,433287,297066371.26,3.37,1.61,0.11,5.56
2025-11-12,000417,6.94,7.02,7.12,6.85,456373,319127558.51,3.89,1.15,0.08,5.86
2025-11-13,000417,6.95,7.16,7.44,6.76,598166,422702551.02,9.69,1.99,0.14,7.68
2025-11-14,000417,7.17,7.04,7.31,7.04,444553,318551851.29,3.77,-1.68,-0.12,5.71
2025-11-17,000417,7.06,7.48,7.7,7.0,701777,513961791.43,9.94,6.25,0.44,9.01
2025-11-18,000417,7.35,7.17,7.4,7.04,423939,304096561.69,4.81,-4.14,-0.31,5.44
2025-11-19,000417,7.18,7.16,7.42,7.02,491236,354256921.73,5.58,-0.14,-0.01,6.31
2025-11-20,000417,7.09,7.82,7.88,6.91,1088632,830770471.02,13.55,9.22,0.66,13.97
2025-11-21,000417,7.38,7.04,7.44,7.04,794502,568428466.62,5.12,-9.97,-0.78,10.2
2025-11-24,000417,6.86,6.51,6.92,6.39,697998,460072601.56,7.53,-7.53,-0.53,8.96
2025-11-25,000417,6.6,6.75,6.83,6.56,516744,346957221.56,4.15,3.69,0.24,6.63
2025-11-26,000417,6.72,6.76,6.82,6.65,437488,295122850.82,2.52,0.15,0.01,5.62
2025-11-27,000417,6.93,6.7,7.05,6.7,406347,279074897.2,5.18,-0.89,-0.06,5.22
2025-11-28,000417,6.81,7.2,7.33,6.59,787928,554710988.93,11.04,7.46,0.5,10.11
2025-12-01,000417,7.2,7.24,7.34,7.13,547076,396232201.3,2.92,0.56,0.04,7.02
2025-12-02,000417,7.18,7.56,7.96,7.11,890211,683731929.26,11.74,4.42,0.32,11.43
2025-12-03,000417,7.61,7.97,8.32,7.49,1563919,1256601917.04,10.98,5.42,0.41,20.08
2025-12-04,000417,7.9,7.68,8.32,7.51,1404154,1102077313.32,10.16,-3.64,-0.29,18.02
2025-12-05,000417,7.8,7.73,8.09,7.62,901929,703230889.75,6.12,0.65,0.05,11.58
2025-12-08,000417,7.69,7.96,8.17,7.65,896906,710375277.98,6.73,2.98,0.23,11.51
2025-12-09,000417,8.07,8.01,8.26,7.97,745514,603261361.38,3.64,0.63,0.05,9.57
2025-12-10,000417,7.96,7.93,8.26,7.82,774212,619510543.48,5.49,-1.0,-0.08,9.94
2025-12-11,000417,8.0,7.65,8.04,7.6,558849,434048300.72,5.55,-3.53,-0.28,7.17
2025-12-12,000417,7.66,7.57,7.75,7.4,418793,316541600.28,4.58,-1.05,-0.08,5.38
2025-12-15,000417,7.63,7.62,7.93,7.44,508788,388894949.77,6.47,0.66,0.05,6.53
2025-12-16,000417,7.56,7.47,7.94,7.43,602674,461645968.22,6.69,-1.97,-0.15,7.74
2025-12-17,000417,7.47,7.52,7.69,7.29,491968,369224725.33,5.35,0.67,0.05,6.32
2025-12-18,000417,7.45,7.57,7.79,7.32,442845,334607614.98,6.25,0.66,0.05,5.68
2025-12-19,000417,7.58,8.33,8.33,7.4,973047,780713573.44,12.29,10.04,0.76,12.49
2025-12-22,000417,8.51,8.77,9.09,8.29,1617473,1390119293.44,9.6,5.28,0.44,20.76
2025-12-23,000417,8.66,8.49,8.75,8.35,1018625,866009954.64,4.56,-3.19,-0.28,13.08
2025-12-24,000417,8.48,8.36,8.64,8.29,782019,657748652.51,4.12,-1.53,-0.13,10.04
2025-12-25,000417,8.32,8.23,8.42,8.1,693675,570774316.28,3.83,-1.56,-0.13,8.9
2025-12-26,000417,8.26,8.12,8.58,8.08,670206,554500620.49,6.08,-1.34,-0.11,8.6
2025-12-29,000417,8.18,7.82,8.26,7.78,587953,466508499.44,5.91,-3.69,-0.3,7.55
2025-12-30,000417,7.71,7.84,7.95,7.65,499351,390093746.7,3.84,0.26,0.02,6.41
2025-12-31,000417,8.42,8.1,8.62,8.07,1149578,962076530.01,7.02,3.32,0.26,14.76
2026-01-05,000417,8.08,7.86,8.18,7.75,757946,597894336.84,5.31,-2.96,-0.24,9.73
2026-01-06,000417,7.78,8.04,8.15,7.78,574949,460150270.94,4.71,2.29,0.18,7.38
2026-01-07,000417,8.0,7.98,8.16,7.94,474574,380962415.68,2.74,-0.75,-0.06,6.09
2026-01-08,000417,7.85,7.86,7.95,7.81,476924,375390741.92,1.75,-1.5,-0.12,6.12
2026-01-09,000417,7.85,8.26,8.27,7.76,773369,618889184.81,6.49,5.09,0.4,9.93
2026-01-12,000417,8.2,8.36,8.4,8.09,651749,537838229.96,3.75,1.21,0.1,8.37
2026-01-13,000417,8.31,8.0,8.49,7.98,561198,461065697.72,6.1,-4.31,-0.36,7.2
2026-01-14,000417,7.96,7.88,8.18,7.74,498582,397666588.55,5.5,-1.5,-0.12,6.4
2026-01-15,000417,7.88,8.28,8.41,7.87,713170,584639330.82,6.85,5.08,0.4,9.15
2026-01-16,000417,8.25,8.38,8.56,8.14,698290,584196900.63,5.07,1.21,0.1,8.96
2026-01-19,000417,8.41,8.37,8.55,8.33,487798,410709354.69,2.63,-0.12,-0.01,6.26
2026-01-20,000417,8.38,9.21,9.21,8.3,969706,859986420.38,10.87,10.04,0.84,12.45
2026-01-21,000417,9.2,8.93,9.49,8.86,1075689,977954251.44,6.84,-3.04,-0.28,13.81
2026-01-22,000417,8.88,8.63,8.98,8.56,699745,609494850.3,4.7,-3.36,-0.3,8.98
2026-01-23,000417,8.64,8.61,8.67,8.56,475515,409671982.43,1.27,-0.23,-0.02,6.1
2026-01-26,000417,8.57,8.49,8.76,8.43,498900,428356008.08,3.83,-1.39,-0.12,6.4
2026-01-27,000417,8.41,8.33,8.45,8.13,422391,350461014.94,3.77,-1.88,-0.16,5.42
2026-01-28,000417,8.31,8.41,8.49,8.29,385183,324201879.4,2.4,0.96,0.08,4.94
2026-01-29,000417,8.42,8.14,8.46,8.02,433634,354627597.31,5.23,-3.21,-0.27,5.57
2026-01-30,000417,8.12,8.06,8.2,7.98,275958,222377294.83,2.7,-0.98,-0.08,3.54
2026-02-02,000417,8.05,7.98,8.18,7.93,210573,170151653.34,3.1,-0.99,-0.08,2.7
2026-02-03,000417,8.07,8.22,8.22,8.0,239987,194856463.41,2.76,3.01,0.24,3.08
