日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-23,600895,40.93,46.09,46.09,40.82,1821273,7782295614.0,12.58,10.03,4.2,11.76
2025-09-24,600895,46.93,50.71,50.71,46.11,1435490,6997042729.0,9.98,10.02,4.62,9.27
2025-09-25,600895,51.94,52.08,54.93,50.13,2279576,11965546510.0,9.47,2.7,1.37,14.72
2025-09-26,600895,50.96,52.03,54.77,50.9,1848094,9745853306.0,7.43,-0.1,-0.05,11.93
2025-09-29,600895,50.93,51.14,54.43,50.88,1441626,7509168923.0,6.82,-1.71,-0.89,9.31
2025-09-30,600895,51.93,54.88,55.53,51.05,1761179,9358378365.0,8.76,7.31,3.74,11.37
2025-10-09,600895,51.81,49.39,51.82,49.39,1475850,7415213519.0,4.43,-10.0,-5.49,9.53
2025-10-10,600895,47.48,49.32,50.98,47.48,1411941,6977517416.0,7.09,-0.14,-0.07,9.12
2025-10-13,600895,47.93,49.73,50.53,46.93,1015901,5028941296.0,7.3,0.83,0.41,6.56
2025-10-14,600895,49.53,46.87,51.23,46.68,1137130,5557130745.0,9.15,-5.75,-2.86,7.34
2025-10-15,600895,47.7,47.16,47.93,45.86,713747,3334256552.0,4.42,0.62,0.29,4.61
2025-10-16,600895,47.32,46.42,47.5,46.22,486489,2277485539.0,2.71,-1.57,-0.74,3.14
2025-10-17,600895,46.5,43.61,46.68,43.5,645234,2878194022.0,6.85,-6.05,-2.81,4.17
2025-10-20,600895,44.5,44.03,45.38,43.68,489076,2176252828.0,3.9,0.96,0.42,3.16
2025-10-21,600895,44.16,44.7,44.95,43.57,486553,2168015463.0,3.13,1.52,0.67,3.14
2025-10-22,600895,44.71,45.77,46.88,44.41,1061409,4862683899.0,5.53,2.39,1.07,6.85
2025-10-23,600895,45.2,44.29,45.33,43.68,634215,2811456851.0,3.6,-3.23,-1.48,4.1
2025-10-24,600895,44.87,45.55,45.74,44.59,554371,2510386852.0,2.6,2.84,1.26,3.58
2025-10-27,600895,46.97,46.04,47.13,45.72,801144,3722283729.0,3.1,1.08,0.49,5.17
2025-10-28,600895,45.74,44.89,46.0,44.7,585822,2646543522.0,2.82,-2.5,-1.15,3.78
2025-10-29,600895,44.5,44.73,45.2,44.2,454136,2027562623.0,2.23,-0.36,-0.16,2.93
2025-10-30,600895,44.73,44.66,46.28,43.9,752756,3379087211.0,5.32,-0.16,-0.07,4.86
2025-10-31,600895,44.18,44.5,45.98,43.64,607133,2725499586.0,5.24,-0.36,-0.16,3.92
2025-11-03,600895,44.12,41.99,44.15,40.83,765677,3201557968.0,7.46,-5.64,-2.51,4.94
2025-11-04,600895,41.96,41.01,42.19,40.74,430868,1781473973.0,3.45,-2.33,-0.98,2.78
2025-11-05,600895,40.0,40.52,40.92,39.8,373917,1507337289.0,2.73,-1.19,-0.49,2.41
2025-11-06,600895,40.51,41.12,41.64,40.36,375883,1542196785.0,3.16,1.48,0.6,2.43
2025-11-07,600895,40.8,40.31,40.95,40.0,282496,1144614588.0,2.31,-1.97,-0.81,1.82
2025-11-10,600895,40.31,39.65,40.85,39.28,359216,1430040444.0,3.89,-1.64,-0.66,2.32
2025-11-11,600895,39.91,39.07,40.8,38.9,660268,2623725060.0,4.79,-1.46,-0.58,4.26
2025-11-12,600895,38.8,38.2,39.18,37.85,421517,1615767108.0,3.4,-2.23,-0.87,2.72
2025-11-13,600895,38.15,38.9,39.02,37.9,310509,1199401752.0,2.93,1.83,0.7,2.0
2025-11-14,600895,38.54,38.75,39.84,38.5,374545,1468208999.0,3.44,-0.39,-0.15,2.42
2025-11-17,600895,38.5,39.0,39.18,38.45,252246,979943142.0,1.88,0.65,0.25,1.63
2025-11-18,600895,39.07,39.72,40.68,38.66,763552,3050465635.0,5.18,1.85,0.72,4.93
2025-11-19,600895,39.62,40.09,40.7,39.24,606788,2435267382.0,3.68,0.93,0.37,3.92
2025-11-20,600895,40.15,38.6,40.38,38.49,517696,2028910663.0,4.71,-3.72,-1.49,3.34
2025-11-21,600895,37.91,37.65,39.1,37.58,466318,1777882640.0,3.94,-2.46,-0.95,3.01
2025-11-24,600895,38.5,40.3,41.41,38.48,1003615,4036157291.0,7.78,7.04,2.65,6.48
2025-11-25,600895,39.78,40.26,41.17,39.5,776861,3143584991.0,4.14,-0.1,-0.04,5.02
2025-11-26,600895,40.02,42.37,42.86,39.6,1192899,4981487953.0,8.1,5.24,2.11,7.7
2025-11-27,600895,42.13,42.14,43.43,42.0,908677,3869741096.0,3.38,-0.54,-0.23,5.87
2025-11-28,600895,41.78,41.32,42.02,40.73,538674,2217483945.0,3.06,-1.95,-0.82,3.48
2025-12-01,600895,41.32,41.51,42.11,40.59,521878,2154102303.0,3.68,0.46,0.19,3.37
2025-12-02,600895,41.09,40.3,41.28,40.24,390617,1582421623.0,2.51,-2.91,-1.21,2.52
2025-12-03,600895,40.12,39.61,40.8,39.21,390085,1551548387.0,3.95,-1.71,-0.69,2.52
2025-12-04,600895,39.5,39.86,40.29,38.85,325488,1288483105.0,3.64,0.63,0.25,2.1
2025-12-05,600895,40.04,39.9,40.35,39.38,313812,1250119828.0,2.43,0.1,0.04,2.03
2025-12-08,600895,39.9,40.48,40.94,39.88,438220,1765182595.0,2.66,1.45,0.58,2.83
2025-12-09,600895,40.18,40.76,40.97,40.06,363973,1476140332.0,2.25,0.69,0.28,2.35
2025-12-10,600895,40.41,40.8,41.18,39.85,414590,1675574757.0,3.26,0.1,0.04,2.68
2025-12-11,600895,40.66,39.66,40.69,39.56,368150,1474381152.0,2.77,-2.79,-1.14,2.38
2025-12-12,600895,39.47,40.69,42.18,39.43,795701,3269534700.0,6.93,2.6,1.03,5.14
2025-12-15,600895,40.51,39.8,40.97,39.8,439252,1766309138.0,2.88,-2.19,-0.89,2.84
2025-12-16,600895,39.55,38.2,39.55,37.57,556204,2121699584.0,4.97,-4.02,-1.6,3.59
2025-12-17,600895,37.98,38.44,38.7,37.03,351922,1337694578.0,4.37,0.63,0.24,2.27
2025-12-18,600895,39.42,38.08,40.32,38.06,560751,2204353668.0,5.88,-0.94,-0.36,3.62
2025-12-19,600895,38.01,38.01,38.48,37.89,342540,1306096331.0,1.55,-0.18,-0.07,2.21
2025-12-22,600895,38.17,38.54,38.95,38.16,320009,1235564073.0,2.08,1.39,0.53,2.07
2025-12-23,600895,38.85,39.3,39.77,38.7,471409,1854373782.0,2.78,1.97,0.76,3.04
