日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-26,5.65,6.03,6.31,5.65,1880285.0,1163968384.0,11.52,5.24,0.3,9.09
2025-09-29,6.04,6.02,6.14,5.9,1219990.0,743663159.0,3.98,-0.17,-0.01,5.9
2025-09-30,6.02,6.11,6.18,6.0,760450.0,471263701.0,2.99,1.5,0.09,3.68
2025-10-09,6.17,6.17,6.23,6.1,813194.0,508655694.0,2.13,0.98,0.06,3.93
2025-10-10,6.15,6.49,6.6,6.12,1133483.0,737918389.0,7.78,5.19,0.32,5.48
2025-10-13,6.21,6.36,6.42,6.19,787635.0,506063943.0,3.54,-2.0,-0.13,3.81
2025-10-14,6.42,6.46,6.77,6.41,953682.0,637043020.0,5.66,1.57,0.1,4.61
2025-10-15,6.47,6.39,6.52,6.29,586217.0,378683848.0,3.56,-1.08,-0.07,2.83
2025-10-16,6.38,6.21,6.38,6.16,601027.0,380738452.0,3.44,-2.82,-0.18,2.9
2025-10-17,6.23,6.12,6.32,6.1,481059.0,302195482.0,3.54,-1.45,-0.09,2.32
2025-10-20,6.2,6.15,6.35,6.13,538302.0,341217804.0,3.59,0.49,0.03,2.6
2025-10-21,6.16,6.19,6.22,6.11,382785.0,240232020.0,1.79,0.65,0.04,1.85
2025-10-22,6.19,6.27,6.35,6.03,525012.0,332777646.0,5.17,1.29,0.08,2.54
2025-10-23,6.27,6.26,6.28,6.08,371981.0,233541348.0,3.19,-0.16,-0.01,1.8
2025-10-24,6.3,6.31,6.39,6.23,385536.0,247131858.0,2.56,0.8,0.05,1.86
2025-10-27,6.33,6.16,6.41,6.15,588594.0,372451435.0,4.12,-2.38,-0.15,2.84
2025-10-28,6.14,5.99,6.17,5.98,499963.0,306187392.0,3.08,-2.76,-0.17,2.42
2025-10-29,5.99,6.09,6.1,5.96,293878.0,180269698.0,2.34,1.67,0.1,1.42
2025-10-30,6.05,6.0,6.1,5.97,276797.0,169473921.0,2.13,-1.48,-0.09,1.34
2025-10-31,6.0,6.0,6.13,5.99,299925.0,184607689.0,2.33,0.0,0.0,1.45
2025-11-03,5.99,5.92,6.01,5.82,318521.0,190816627.0,3.17,-1.33,-0.08,1.54
2025-11-04,5.94,5.79,5.94,5.74,291251.0,172462114.0,3.38,-2.2,-0.13,1.41
2025-11-05,5.76,5.88,5.9,5.73,291126.0,173096442.0,2.94,1.55,0.09,1.41
2025-11-06,5.92,5.88,6.03,5.86,252111.0,151438145.0,2.89,0.0,0.0,1.22
2025-11-07,5.89,5.96,6.01,5.87,266171.0,161103043.0,2.38,1.36,0.08,1.29
2025-11-10,5.93,6.07,6.12,5.93,468903.0,287304711.0,3.19,1.85,0.11,2.27
2025-11-11,6.08,6.11,6.18,6.07,358414.0,222800103.0,1.81,0.66,0.04,1.73
2025-11-12,6.1,6.01,6.16,5.96,278685.0,170214839.0,3.27,-1.64,-0.1,1.35
2025-11-13,6.01,6.62,6.62,6.0,1568452.0,1027438803.0,10.32,10.15,0.61,7.58
2025-11-14,6.62,6.88,7.11,6.45,1684682.0,1161098825.0,9.97,3.93,0.26,8.14
2025-11-17,6.9,6.89,7.08,6.7,998580.0,691737558.0,5.52,0.15,0.01,4.83
2025-11-18,6.83,6.65,6.83,6.6,603686.0,408842233.0,3.34,-3.48,-0.24,2.92
2025-11-19,6.58,6.32,6.67,6.21,786398.0,509423852.0,6.92,-4.96,-0.33,3.8
2025-11-20,6.42,6.33,6.46,6.19,638220.0,409123230.0,4.27,0.16,0.01,3.08
2025-11-21,6.41,5.81,6.52,5.7,1115514.0,673512295.0,12.95,-8.21,-0.52,5.39
2025-11-24,5.81,5.89,6.0,5.56,716674.0,419875740.0,7.57,1.38,0.08,3.46
2025-11-25,5.85,5.81,5.91,5.78,341384.0,202287652.0,2.21,-1.36,-0.08,1.65
2025-11-26,5.82,5.74,5.94,5.73,303032.0,179227153.0,3.61,-1.2,-0.07,1.46
2025-11-27,5.73,5.72,5.82,5.7,224217.0,131411040.0,2.09,-0.35,-0.02,1.08
2025-11-28,5.71,5.82,5.84,5.68,252527.0,148778614.0,2.8,1.75,0.1,1.22
2025-12-01,5.85,5.88,6.0,5.82,347331.0,208988787.0,3.09,1.03,0.06,1.68
2025-12-02,5.88,5.99,6.13,5.81,426393.0,260258946.0,5.44,1.87,0.11,2.06
2025-12-03,5.97,5.98,6.02,5.93,217122.0,131813423.0,1.5,-0.17,-0.01,1.05
2025-12-04,5.94,5.89,5.98,5.87,194744.0,116913582.0,1.84,-1.51,-0.09,0.94
2025-12-05,5.91,6.0,6.01,5.86,208724.0,126532530.0,2.55,1.87,0.11,1.01
2025-12-08,6.0,5.96,6.05,5.9,250608.0,151539425.0,2.5,-0.67,-0.04,1.21
2025-12-09,5.96,5.9,6.01,5.89,167112.0,100697083.0,2.01,-1.01,-0.06,0.81
2025-12-10,5.89,5.91,5.92,5.83,157620.0,94102206.0,1.53,0.17,0.01,0.76
2025-12-11,5.91,5.79,5.92,5.79,207347.0,122756577.0,2.2,-2.03,-0.12,1.0
2025-12-12,5.83,5.85,5.96,5.8,269709.0,159523486.0,2.76,1.04,0.06,1.3
2025-12-15,5.82,6.08,6.12,5.8,424615.0,257682976.0,5.47,3.93,0.23,2.05
2025-12-16,6.07,5.86,6.1,5.81,347681.0,205288764.0,4.77,-3.62,-0.22,1.68
2025-12-17,5.85,5.91,5.93,5.72,257007.0,150407113.0,3.58,0.85,0.05,1.24
2025-12-18,5.88,5.94,6.12,5.86,330167.0,199471880.0,4.4,0.51,0.03,1.6
2025-12-19,5.98,6.01,6.04,5.91,258343.0,155560353.0,2.19,1.18,0.07,1.25
2025-12-22,6.01,6.14,6.21,6.01,381816.0,234877033.0,3.33,2.16,0.13,1.85
2025-12-23,6.13,6.1,6.16,6.07,207998.0,127577406.0,1.47,-0.65,-0.04,1.01
2025-12-24,6.06,6.12,6.13,6.01,278927.0,169653630.0,1.97,0.33,0.02,1.35
2025-12-25,6.11,6.08,6.12,6.07,201255.0,123031378.0,0.82,-0.65,-0.04,0.97
2025-12-26,6.06,6.06,6.11,6.03,248690.0,151351272.0,1.32,-0.33,-0.02,1.2
2025-12-29,6.05,6.03,6.13,6.01,263436.0,160218739.0,1.98,-0.5,-0.03,1.27
2025-12-30,6.01,5.92,6.05,5.87,429021.0,255744035.0,2.99,-1.82,-0.11,2.07
2025-12-31,5.99,5.87,5.99,5.85,268499.0,158555971.0,2.36,-0.84,-0.05,1.3
2026-01-05,5.88,5.93,5.99,5.86,304905.0,181303110.0,2.21,1.02,0.06,1.47
2026-01-06,5.93,6.15,6.18,5.93,599788.0,366057352.0,4.22,3.71,0.22,2.9
2026-01-07,6.15,6.29,6.34,6.09,537679.0,337056853.0,4.07,2.28,0.14,2.6
2026-01-08,6.29,6.31,6.37,6.18,429330.0,270697142.0,3.02,0.32,0.02,2.07
2026-01-09,6.31,6.3,6.34,6.2,422038.0,265720795.0,2.22,-0.16,-0.01,2.04
2026-01-12,6.23,6.37,6.42,6.2,483407.0,305889684.0,3.49,1.11,0.07,2.34
2026-01-13,6.33,6.4,6.52,6.33,522068.0,335726009.0,2.98,0.47,0.03,2.52
2026-01-14,6.39,6.66,6.76,6.37,945596.0,627140979.0,6.09,4.06,0.26,4.57
2026-01-15,6.61,6.69,6.8,6.56,581379.0,390628204.0,3.6,0.45,0.03,2.81
2026-01-16,6.74,6.48,6.77,6.43,560605.0,368498647.0,5.08,-3.14,-0.21,2.71
2026-01-19,6.48,6.69,6.74,6.43,558021.0,371836092.0,4.78,3.24,0.21,2.7
2026-01-20,6.7,6.81,6.83,6.62,582419.0,393767058.0,3.14,1.79,0.12,2.81
2026-01-21,6.76,6.76,6.83,6.64,540879.0,366017187.0,2.79,-0.73,-0.05,2.61
2026-01-22,6.75,6.88,6.95,6.75,510061.0,351817611.0,2.96,1.78,0.12,2.47
2026-01-23,6.91,7.26,7.48,6.8,1214508.0,866034423.0,9.88,5.52,0.38,5.87
2026-01-26,7.38,7.27,7.44,7.12,838022.0,609230416.0,4.41,0.14,0.01,4.05
2026-01-27,7.23,7.18,7.45,7.13,603361.0,437730803.0,4.4,-1.24,-0.09,2.92
2026-01-28,7.16,7.29,7.53,7.05,879909.0,641681567.0,6.69,1.53,0.11,4.25
2026-01-29,7.28,7.09,7.36,7.06,631195.0,454169558.0,4.12,-2.74,-0.2,3.05
2026-01-30,7.23,7.01,7.27,6.68,830803.0,577207014.0,8.32,-1.13,-0.08,4.02
2026-02-02,6.86,6.45,6.96,6.44,790324.0,528564971.0,7.42,-7.99,-0.56,3.82
2026-02-03,6.53,6.73,6.75,6.44,473678.0,314645003.0,4.81,4.34,0.28,2.29
2026-02-04,6.72,6.74,6.77,6.57,314261.0,211309927.0,2.97,0.15,0.01,1.52
2026-02-05,6.72,6.62,6.81,6.52,381398.0,253287187.0,4.3,-1.78,-0.12,1.84
