日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-11-04,8.74,8.84,8.88,8.72,8626400.0,0.0,0.0,0.0,0.0,0.0
2025-11-05,8.91,8.82,8.95,8.69,9767602.0,0.0,0.0,0.0,0.0,0.0
2025-11-06,8.84,9.09,9.18,8.7,17661600.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,9.09,8.74,9.12,8.71,16466302.0,0.0,0.0,0.0,0.0,0.0
2025-11-10,8.79,8.66,8.93,8.65,10223911.0,0.0,0.0,0.0,0.0,0.0
2025-11-11,8.65,8.88,8.88,8.57,10707900.0,0.0,0.0,0.0,0.0,0.0
2025-11-12,8.84,8.9,9.0,8.81,9449500.0,0.0,0.0,0.0,0.0,0.0
2025-11-13,8.86,9.14,9.15,8.84,12456982.0,0.0,0.0,0.0,0.0,0.0
2025-11-14,9.1,9.17,9.61,9.04,16420054.0,0.0,0.0,0.0,0.0,0.0
2025-11-17,9.3,10.09,10.09,9.26,16081347.0,0.0,0.0,0.0,0.0,0.0
2025-11-18,10.57,9.96,10.66,9.69,43587747.0,0.0,0.0,0.0,0.0,0.0
2025-11-19,9.91,9.94,10.4,9.71,33039447.0,0.0,0.0,0.0,0.0,0.0
2025-11-20,9.72,9.6,10.08,9.39,26545110.0,0.0,0.0,0.0,0.0,0.0
2025-11-21,9.49,8.88,9.64,8.8,22528500.0,0.0,0.0,0.0,0.0,0.0
2025-11-24,9.08,8.74,9.08,8.62,14401886.0,0.0,0.0,0.0,0.0,0.0
2025-11-25,8.82,8.89,9.0,8.82,10990602.0,0.0,0.0,0.0,0.0,0.0
2025-11-26,8.84,8.77,8.98,8.75,8669237.0,0.0,0.0,0.0,0.0,0.0
2025-11-27,8.72,8.76,8.98,8.7,10451800.0,0.0,0.0,0.0,0.0,0.0
2025-11-28,8.75,8.98,9.06,8.62,10575037.0,0.0,0.0,0.0,0.0,0.0
2025-12-01,9.08,9.18,9.48,9.03,12733100.0,0.0,0.0,0.0,0.0,0.0
2025-12-02,9.15,8.96,9.17,8.92,8050237.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,8.99,8.75,9.1,8.72,8444700.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,8.75,8.62,8.83,8.6,6449300.0,0.0,0.0,0.0,0.0,0.0
2025-12-05,8.61,8.61,8.65,8.5,6768000.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,8.65,8.58,8.78,8.53,7938147.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,8.58,8.74,8.82,8.42,11341409.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,8.71,9.05,9.38,8.69,18953500.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,9.96,9.18,9.96,9.16,42249671.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,9.05,8.66,9.1,8.61,25575801.0,0.0,0.0,0.0,0.0,0.0
2025-12-15,8.66,8.4,8.67,8.37,11498338.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,8.35,7.89,8.47,7.81,14923399.0,0.0,0.0,0.0,0.0,0.0
2025-12-17,7.84,7.91,7.99,7.78,8462300.0,0.0,0.0,0.0,0.0,0.0
2025-12-18,8.05,7.91,8.15,7.91,6135899.0,0.0,0.0,0.0,0.0,0.0
2025-12-19,7.88,8.21,8.25,7.88,9381200.0,0.0,0.0,0.0,0.0,0.0
2025-12-22,8.24,8.26,8.36,8.2,5422774.0,0.0,0.0,0.0,0.0,0.0
2025-12-23,7.95,8.31,8.57,7.95,8843204.0,0.0,0.0,0.0,0.0,0.0
2025-12-24,8.28,8.75,8.78,8.26,13578499.0,0.0,0.0,0.0,0.0,0.0
2025-12-25,8.85,8.71,8.86,8.51,9028856.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,8.74,8.59,8.8,8.57,8407601.0,0.0,0.0,0.0,0.0,0.0
2025-12-29,8.59,8.37,8.66,8.33,10964206.0,0.0,0.0,0.0,0.0,0.0
2025-12-30,8.38,8.36,8.53,8.19,8549188.0,0.0,0.0,0.0,0.0,0.0
2025-12-31,8.37,8.26,8.44,8.22,7584601.0,0.0,0.0,0.0,0.0,0.0
2026-01-05,8.46,8.33,8.73,8.32,9986302.0,0.0,0.0,0.0,0.0,0.0
2026-01-06,8.35,8.32,8.37,8.23,8647210.0,0.0,0.0,0.0,0.0,0.0
2026-01-07,8.31,8.17,8.33,8.17,8111655.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,8.16,8.13,8.23,8.1,9669144.0,0.0,0.0,0.0,0.0,0.0
2026-01-09,8.18,8.2,8.2,8.1,8945750.0,0.0,0.0,0.0,0.0,0.0
2026-01-12,8.2,8.15,8.27,8.15,9478751.0,0.0,0.0,0.0,0.0,0.0
2026-01-13,8.16,8.06,8.22,8.02,9271796.0,0.0,0.0,0.0,0.0,0.0
2026-01-14,8.06,7.98,8.13,7.95,11495200.0,0.0,0.0,0.0,0.0,0.0
2026-01-15,7.97,7.95,8.04,7.9,6547200.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,7.92,8.16,8.2,7.92,10230900.0,0.0,0.0,0.0,0.0,0.0
2026-01-19,8.14,8.12,8.15,7.97,7128600.0,0.0,0.0,0.0,0.0,0.0
2026-01-20,8.11,8.19,8.42,8.02,10705796.0,0.0,0.0,0.0,0.0,0.0
2026-01-21,8.11,8.18,8.22,8.02,6851460.0,0.0,0.0,0.0,0.0,0.0
2026-01-22,8.18,8.33,8.34,8.16,9198500.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,8.32,8.39,8.39,8.24,6718500.0,0.0,0.0,0.0,0.0,0.0
2026-01-26,8.38,8.15,8.44,8.14,8080200.0,0.0,0.0,0.0,0.0,0.0
2026-01-27,8.11,8.18,8.23,8.02,5515600.0,0.0,0.0,0.0,0.0,0.0
2026-01-28,8.24,8.17,8.29,8.08,8394954.0,0.0,0.0,0.0,0.0,0.0
2026-01-29,8.15,7.97,8.15,7.92,9024085.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,7.92,8.43,8.52,7.92,19504485.0,0.0,0.0,0.0,0.0,0.0
2026-02-02,8.37,8.01,8.4,8.0,9973559.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,8.02,8.18,8.2,8.02,5785300.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,8.18,8.21,8.3,8.11,5436900.0,0.0,0.0,0.0,0.0,0.0
2026-02-05,8.2,9.03,9.03,8.15,22243255.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,8.94,8.41,8.94,8.37,42899745.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,8.52,8.43,8.55,8.36,21770936.0,0.0,0.0,0.0,0.0,0.0
2026-02-10,8.41,8.38,8.49,8.33,14960799.0,0.0,0.0,0.0,0.0,0.0
2026-02-11,8.33,8.11,8.4,8.11,17342065.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,8.13,8.02,8.2,8.0,14355901.0,0.0,0.0,0.0,0.0,0.0
2026-02-13,7.96,7.87,8.03,7.86,11866199.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,7.91,8.02,8.04,7.87,7728500.0,0.0,0.0,0.0,0.0,0.0
2026-02-25,8.01,8.02,8.06,8.0,5195999.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,8.03,7.97,8.06,7.96,5589500.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,7.99,8.04,8.04,7.95,5074500.0,0.0,0.0,0.0,0.0,0.0
