date,股票代码,open,close,high,low,volume,成交额,振幅,pct,涨跌额,换手率
2025-12-01,688120,96.58,97.66,97.98,95.96,63746,869223870.0,2.1,1.5,1.44,1.8
2025-12-02,688120,96.98,97.81,98.53,96.85,41383,567887179.0,1.72,0.15,0.15,1.17
2025-12-03,688120,97.68,95.47,97.98,95.28,35490,480357636.0,2.76,-2.39,-2.34,1.0
2025-12-04,688120,94.79,99.08,100.16,94.78,53746,738059699.0,5.64,3.78,3.61,1.52
2025-12-05,688120,98.22,100.15,100.57,96.85,53799,748147411.0,3.75,1.08,1.07,1.52
2025-12-08,688120,101.26,101.92,103.01,100.01,64576,920405375.0,3.0,1.77,1.77,1.83
2025-12-09,688120,100.56,103.44,104.8,100.52,56206,817159049.0,4.2,1.49,1.52,1.59
2025-12-10,688120,103.56,103.1,104.05,100.58,34163,489970038.0,3.35,-0.33,-0.34,0.97
2025-12-11,688120,104.22,106.51,111.0,104.22,84670,1287818633.0,6.58,3.31,3.41,2.39
2025-12-12,688120,108.82,111.23,111.46,104.32,102198,1557740523.0,6.7,4.43,4.72,2.89
2025-12-15,688120,110.52,110.74,113.78,109.12,72571,1136346101.0,4.19,-0.44,-0.49,2.05
2025-12-16,688120,109.7,110.51,113.65,107.94,64883,1010576524.0,5.16,-0.21,-0.23,1.83
2025-12-17,688120,111.96,113.35,113.52,108.47,59059,919631255.0,4.57,2.57,2.84,1.67
2025-12-18,688120,112.34,110.32,113.09,109.61,53885,839745953.0,3.07,-2.67,-3.03,1.52
2025-12-19,688120,110.37,108.44,113.01,107.93,66522,1023083369.0,4.6,-1.7,-1.88,1.88
2025-12-22,688120,108.48,111.73,112.8,107.83,77649,1207899118.0,4.58,3.03,3.29,2.2
2025-12-23,688120,111.23,113.95,114.81,110.44,78426,1244904486.0,3.91,1.99,2.22,2.22
2025-12-24,688120,113.95,111.23,114.07,110.16,56172,877626872.0,3.43,-2.39,-2.72,1.59
2025-12-25,688120,111.42,111.94,112.9,109.36,48429,755376394.0,3.18,0.64,0.71,1.37
2025-12-26,688120,111.52,112.57,113.28,111.08,46465,731514074.0,1.97,0.56,0.63,1.31
2025-12-29,688120,112.28,109.7,112.8,108.13,51440,792746524.0,4.15,-2.55,-2.87,1.45
2025-12-30,688120,110.11,108.98,111.86,108.14,40956,628025328.0,3.39,-0.66,-0.72,1.16
2025-12-31,688120,111.14,107.0,112.07,106.59,49976,760468552.0,5.03,-1.82,-1.98,1.41
2026-01-05,688120,107.96,111.6,113.65,107.72,71474,1118845376.0,5.54,4.3,4.6,2.02
2026-01-06,688120,111.55,116.28,121.44,110.53,95236,1569707777.0,9.78,4.19,4.68,2.69
2026-01-07,688120,119.09,124.1,124.8,116.95,106670,1814509414.0,6.75,6.73,7.82,3.02
2026-01-08,688120,122.67,124.01,126.24,121.65,83189,1448587883.0,3.7,-0.07,-0.09,2.35
2026-01-09,688120,123.81,124.7,128.24,121.39,65292,1135131959.0,5.52,0.56,0.69,1.85
2026-01-12,688120,124.45,126.96,130.23,124.45,70550,1263837692.0,4.64,1.81,2.26,1.99
2026-01-13,688120,126.06,123.82,129.11,121.37,71295,1242252527.0,6.1,-2.47,-3.14,2.02
2026-01-14,688120,121.68,127.68,133.03,121.24,82361,1474709842.0,9.52,3.12,3.86,2.33
2026-01-15,688120,126.94,129.5,130.67,124.93,70873,1268276455.0,4.5,1.43,1.82,2.0
2026-01-16,688120,132.02,139.47,140.29,130.74,123684,2365116288.0,7.37,7.7,9.97,3.5
2026-01-19,688120,141.47,137.94,143.25,137.39,68217,1328820439.0,4.2,-1.1,-1.53,1.93
