date,股票代码,open,close,high,low,volume,成交额,振幅,pct,涨跌额,换手率
2025-12-01,002311,54.7,54.12,54.95,53.3,118639,651993666.48,3.02,-1.06,-0.58,0.71
2025-12-02,002311,53.92,53.42,54.2,53.04,136681,744930773.58,2.14,-1.29,-0.7,0.82
2025-12-03,002311,53.13,53.68,54.17,53.13,53646,293888953.52,1.95,0.49,0.26,0.32
2025-12-04,002311,53.66,54.3,54.56,53.47,66458,367711235.14,2.03,1.15,0.62,0.4
2025-12-05,002311,54.17,54.54,55.17,54.03,49960,278274067.61,2.1,0.44,0.24,0.3
2025-12-08,002311,54.49,53.49,54.51,53.21,80860,442683018.22,2.38,-1.93,-1.05,0.49
2025-12-09,002311,53.25,51.84,53.44,51.7,119015,635599193.13,3.25,-3.08,-1.65,0.72
2025-12-10,002311,51.78,52.23,52.7,51.41,85175,454729277.18,2.49,0.75,0.39,0.51
2025-12-11,002311,52.23,52.98,53.25,52.08,74143,400414515.03,2.24,1.44,0.75,0.45
2025-12-12,002311,52.98,51.9,52.98,51.9,88903,473277525.17,2.04,-2.04,-1.08,0.53
2025-12-15,002311,52.3,52.7,53.26,52.11,57290,308773870.78,2.22,1.54,0.8,0.34
2025-12-16,002311,52.6,52.43,53.1,52.02,37839,202250959.05,2.05,-0.51,-0.27,0.23
2025-12-17,002311,52.75,52.73,52.95,51.93,41321,222137473.0,1.95,0.57,0.3,0.25
2025-12-18,002311,52.68,52.46,52.99,52.11,33258,178154187.36,1.67,-0.51,-0.27,0.2
2025-12-19,002311,52.46,52.46,52.63,51.81,56732,302725409.12,1.56,0.0,0.0,0.34
2025-12-22,002311,52.19,52.35,52.47,51.48,54191,288345747.75,1.89,-0.21,-0.11,0.33
2025-12-23,002311,52.38,52.8,53.0,52.35,48196,259753840.33,1.24,0.86,0.45,0.29
2025-12-24,002311,52.49,51.38,52.99,51.12,97444,514632556.01,3.54,-2.69,-1.42,0.59
2025-12-25,002311,51.13,53.55,54.0,51.12,117869,636414706.08,5.61,4.22,2.17,0.71
2025-12-26,002311,53.47,53.11,53.69,52.81,78001,423850706.67,1.64,-0.82,-0.44,0.47
2025-12-29,002311,53.15,53.89,54.4,53.07,71992,395123976.48,2.5,1.47,0.78,0.43
