日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-23,300395,86.35,81.91,89.28,79.5,299243,2521803574.0,11.72,-1.86,-1.55,5.83
2025-09-24,300395,81.0,80.44,82.48,79.2,152806,1228118836.0,4.0,-1.79,-1.47,2.98
2025-09-25,300395,79.27,76.78,80.44,75.08,382633,2944611745.0,6.66,-4.55,-3.66,7.46
2025-09-26,300395,76.18,71.94,76.87,71.66,403864,2983866187.0,6.79,-6.3,-4.84,7.87
2025-09-29,300395,72.1,75.71,76.49,72.1,247428,1847714795.0,6.1,5.24,3.77,4.82
2025-09-30,300395,78.0,75.7,78.69,75.3,175745,1345592640.0,4.48,-0.01,-0.01,3.43
2025-10-09,300395,75.73,77.44,81.2,75.73,246911,1943647300.0,7.23,2.3,1.74,4.81
2025-10-10,300395,77.41,73.69,77.41,73.33,202946,1521930474.0,5.27,-4.84,-3.75,3.96
2025-10-13,300395,70.02,71.44,73.11,70.0,192869,1379548022.0,4.22,-3.05,-2.25,3.76
2025-10-14,300395,72.94,68.58,73.93,68.35,206140,1458822950.0,7.81,-4.0,-2.86,4.02
2025-10-15,300395,68.68,70.3,70.77,68.0,145904,1016486773.0,4.04,2.51,1.72,2.84
2025-10-16,300395,69.9,71.46,72.87,69.37,144762,1032539530.0,4.98,1.65,1.16,2.82
2025-10-17,300395,71.46,69.15,71.67,68.79,114845,803699452.0,4.03,-3.23,-2.31,2.24
2025-10-20,300395,70.09,70.51,72.2,69.81,137007,972384406.0,3.46,1.97,1.36,2.67
2025-10-21,300395,72.0,80.5,81.42,72.0,426530,3297342446.0,13.36,14.17,9.99,8.31
2025-10-22,300395,81.32,80.91,84.58,80.0,432837,3562326871.0,5.69,0.51,0.41,8.44
2025-10-23,300395,79.0,78.3,81.2,75.85,322794,2504761282.0,6.61,-3.23,-2.61,6.29
2025-10-24,300395,79.66,81.54,82.5,75.5,436618,3466660800.0,8.94,4.14,3.24,8.51
2025-10-27,300395,85.51,83.44,87.2,82.17,441232,3737704209.0,6.17,2.33,1.9,8.6
2025-10-28,300395,82.12,88.0,88.88,82.1,444045,3837894627.0,8.13,5.47,4.56,8.66
2025-10-29,300395,91.0,89.95,96.84,89.03,440457,4052923961.0,8.88,2.22,1.95,8.59
2025-10-30,300395,91.0,83.3,91.9,83.0,453555,3897227556.0,9.89,-7.39,-6.65,8.84
2025-10-31,300395,83.44,78.56,84.44,78.38,354314,2850927870.0,7.27,-5.69,-4.74,6.93
2025-11-03,300395,77.82,77.71,78.0,74.54,269504,2055513151.0,4.4,-1.08,-0.85,5.27
2025-11-04,300395,77.0,76.36,78.38,75.75,154933,1190131370.0,3.38,-1.74,-1.35,3.03
2025-11-05,300395,73.5,74.59,75.5,73.0,176708,1312096596.0,3.27,-2.32,-1.77,3.45
2025-11-06,300395,75.0,79.89,81.8,74.01,373902,2917210040.0,10.44,7.11,5.3,7.31
2025-11-07,300395,77.0,77.99,80.56,75.0,274377,2124152164.0,6.96,-2.38,-1.9,5.36
2025-11-10,300395,78.04,79.0,81.0,75.86,241573,1891198630.0,6.59,1.3,1.01,4.72
2025-11-11,300395,78.83,75.62,79.99,75.17,207350,1605302704.0,6.1,-4.28,-3.38,4.05
2025-11-12,300395,75.0,76.46,76.8,73.1,203306,1516024596.0,4.89,1.11,0.84,3.97
2025-11-13,300395,75.5,80.05,81.58,75.49,325096,2601410559.0,7.96,4.7,3.59,6.35
2025-11-14,300395,77.7,74.98,78.45,74.59,218343,1655624075.0,4.82,-6.33,-5.07,4.27
2025-11-17,300395,75.13,74.56,77.98,74.2,202621,1538822080.0,5.04,-0.56,-0.42,3.96
2025-11-18,300395,73.72,75.0,76.97,72.58,172678,1295783199.0,5.89,0.59,0.44,3.38
2025-11-19,300395,74.44,73.16,74.64,72.6,135545,996038285.0,2.72,-2.45,-1.84,2.65
2025-11-20,300395,76.0,75.5,77.38,74.17,195771,1485028911.0,4.39,3.2,2.34,3.83
2025-11-21,300395,72.67,69.55,73.58,69.01,215791,1522936032.0,6.05,-7.88,-5.95,4.22
2025-11-24,300395,72.37,72.3,73.26,71.03,212603,1536554320.0,3.21,3.95,2.75,4.16
2025-11-25,300395,76.89,77.14,79.73,75.03,324927,2519351720.0,6.5,6.69,4.84,6.35
