日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-26,14.9,14.88,15.44,14.83,289027.0,436642693.0,4.08,-0.47,-0.07,3.84
2025-09-29,15.11,15.55,15.58,14.64,451202.0,685087930.0,6.32,4.5,0.67,6.0
2025-09-30,15.68,16.23,16.53,15.57,462015.0,748405831.0,6.17,4.37,0.68,6.15
2025-10-09,17.05,17.0,17.17,16.48,487480.0,824597579.0,4.25,4.74,0.77,6.48
2025-10-10,16.58,16.45,16.95,16.3,341723.0,568216719.0,3.82,-3.24,-0.55,4.55
2025-10-13,16.03,17.25,17.44,16.01,423396.0,705995422.0,8.69,4.86,0.8,5.63
2025-10-14,17.77,16.7,18.32,16.58,501230.0,880141483.0,10.09,-3.19,-0.55,6.67
2025-10-15,17.23,16.9,17.36,16.5,304364.0,514361997.0,5.15,1.2,0.2,4.05
2025-10-16,16.89,16.47,17.1,16.3,213378.0,356267316.0,4.73,-2.54,-0.43,2.84
2025-10-17,16.75,15.73,16.84,15.66,325358.0,524979679.0,7.16,-4.49,-0.74,4.33
2025-10-20,15.6,15.14,15.69,14.97,332853.0,505314927.0,4.58,-3.75,-0.59,4.43
2025-10-21,15.38,15.17,15.61,15.16,232022.0,355726334.0,2.97,0.2,0.03,3.09
2025-10-22,14.59,15.0,15.18,14.45,221096.0,327906225.0,4.81,-1.12,-0.17,2.94
2025-10-23,14.92,15.08,15.25,14.71,201489.0,301754199.0,3.6,0.53,0.08,2.68
2025-10-24,15.23,15.27,15.35,15.01,172863.0,262609053.0,2.25,1.26,0.19,2.3
2025-10-27,15.34,15.52,15.78,15.27,220881.0,341538566.0,3.34,1.64,0.25,2.94
2025-10-28,15.37,14.84,15.37,14.8,283749.0,426343030.0,3.67,-4.38,-0.68,3.77
2025-10-29,14.85,15.73,15.74,14.85,288549.0,444033582.0,6.0,6.0,0.89,3.84
2025-10-30,15.7,15.76,16.16,15.37,288158.0,455495755.0,5.02,0.19,0.03,3.83
2025-10-31,15.89,15.62,16.08,15.5,177907.0,280280871.0,3.68,-0.89,-0.14,2.37
2025-11-03,15.52,14.99,15.55,14.47,265181.0,394713364.0,6.91,-4.03,-0.63,3.53
2025-11-04,14.9,14.59,15.02,14.39,176316.0,257680911.0,4.2,-2.67,-0.4,2.35
2025-11-05,14.26,14.62,14.73,14.12,126572.0,183632435.0,4.18,0.21,0.03,1.68
2025-11-06,14.66,15.05,15.13,14.62,154865.0,230742591.0,3.49,2.94,0.43,2.06
2025-11-07,14.97,14.97,15.22,14.82,133944.0,201084470.0,2.66,-0.53,-0.08,1.78
2025-11-10,15.1,15.09,15.37,14.84,147736.0,222788883.0,3.54,0.8,0.12,1.97
2025-11-11,15.25,15.14,15.57,14.92,201082.0,305639212.0,4.31,0.33,0.05,2.67
2025-11-12,15.09,15.05,15.36,14.76,177560.0,267409192.0,3.96,-0.59,-0.09,2.36
2025-11-13,15.31,15.71,15.83,15.25,309393.0,482484090.0,3.85,4.39,0.66,4.12
2025-11-14,15.47,15.11,15.61,15.08,178693.0,274571676.0,3.37,-3.82,-0.6,2.38
2025-11-17,14.97,14.82,15.04,14.65,161134.0,239076022.0,2.58,-1.92,-0.29,2.14
2025-11-18,14.68,14.45,14.8,14.29,159832.0,231441052.0,3.44,-2.5,-0.37,2.13
2025-11-19,14.46,15.11,15.28,14.46,254228.0,378341221.0,5.67,4.57,0.66,3.38
2025-11-20,15.0,15.24,15.63,15.0,227939.0,350586173.0,4.17,0.86,0.13,3.03
2025-11-21,14.95,14.46,14.95,14.38,211863.0,309391241.0,3.74,-5.12,-0.78,2.82
2025-11-24,14.56,14.51,14.64,14.27,132060.0,190853318.0,2.56,0.35,0.05,1.76
2025-11-25,14.69,14.76,15.15,14.61,140962.0,208651276.0,3.72,1.72,0.25,1.87
2025-11-26,14.78,14.57,14.93,14.52,133638.0,196594076.0,2.78,-1.29,-0.19,1.78
2025-11-27,14.75,14.68,14.96,14.64,120157.0,177598011.0,2.2,0.75,0.11,1.6
2025-11-28,14.75,14.99,15.08,14.7,141399.0,211030229.0,2.59,2.11,0.31,1.88
2025-12-01,15.39,15.19,15.68,15.07,196839.0,302623657.0,4.07,1.33,0.2,2.62
2025-12-02,15.12,14.87,15.14,14.79,114372.0,170580595.0,2.3,-2.11,-0.32,1.52
2025-12-03,14.95,14.95,15.12,14.81,135667.0,203139563.0,2.08,0.54,0.08,1.8
2025-12-04,15.15,14.86,15.21,14.8,135090.0,202729072.0,2.74,-0.6,-0.09,1.8
2025-12-05,14.86,15.58,15.65,14.81,255192.0,389529780.0,5.65,4.85,0.72,3.39
2025-12-08,15.48,15.14,15.54,15.01,233895.0,353913338.0,3.4,-2.82,-0.44,3.11
2025-12-09,15.15,14.43,15.15,14.38,272188.0,398233560.0,5.09,-4.69,-0.71,3.62
2025-12-10,14.63,14.82,14.87,14.46,192674.0,283061317.0,2.84,2.7,0.39,2.56
2025-12-11,14.95,15.3,15.86,14.94,434768.0,671304261.0,6.21,3.24,0.48,5.78
2025-12-12,15.65,15.71,15.84,15.34,278030.0,433359079.0,3.27,2.68,0.41,3.7
2025-12-15,15.48,15.92,16.05,15.37,183335.0,290429746.0,4.33,1.34,0.21,2.44
2025-12-16,15.75,15.03,15.75,14.99,178517.0,273212177.0,4.77,-5.59,-0.89,2.37
2025-12-17,15.14,16.0,16.16,15.1,243059.0,380464220.0,7.05,6.45,0.97,3.23
2025-12-18,15.89,15.99,16.52,15.82,226320.0,366224432.0,4.38,-0.06,-0.01,3.01
2025-12-19,15.82,16.1,16.27,15.44,222604.0,353632455.0,5.19,0.69,0.11,2.96
2025-12-22,16.25,16.3,16.66,16.12,209105.0,342218708.0,3.35,1.24,0.2,2.78
