date,股票代码,open,close,high,low,volume,成交额,振幅,pct,涨跌额,换手率
2025-12-01,300001,26.48,26.33,26.55,26.16,159238,421994967.0,1.48,-0.38,-0.1,1.54
2025-12-02,300001,26.2,25.55,26.2,25.26,266090,684175450.0,3.57,-2.96,-0.78,2.58
2025-12-03,300001,25.55,25.27,25.64,25.18,159834,408668141.0,1.8,-1.1,-0.28,1.55
2025-12-04,300001,25.23,25.38,25.63,25.13,123514,316008187.0,1.98,0.44,0.11,1.2
2025-12-05,300001,25.4,25.89,25.89,25.31,149066,385944142.0,2.29,2.01,0.51,1.45
2025-12-08,300001,25.99,25.8,26.03,25.62,172168,447963579.0,1.58,-0.35,-0.09,1.67
2025-12-09,300001,25.77,25.6,26.0,25.55,137125,355552506.0,1.74,-0.78,-0.2,1.33
2025-12-10,300001,25.54,25.51,25.71,25.25,128525,329802500.0,1.8,-0.35,-0.09,1.25
2025-12-11,300001,25.62,25.22,25.83,25.15,164594,422791575.0,2.67,-1.14,-0.29,1.6
2025-12-12,300001,25.26,25.92,26.09,25.25,261095,677641102.0,3.33,2.78,0.7,2.53
2025-12-15,300001,25.79,25.64,26.04,25.61,147390,382728582.0,1.66,-1.08,-0.28,1.43
2025-12-16,300001,25.57,24.95,25.58,24.79,168646,425683899.0,3.08,-2.69,-0.69,1.63
2025-12-17,300001,24.9,25.27,25.38,24.58,168701,424420811.0,3.21,1.28,0.32,1.64
2025-12-18,300001,25.11,24.95,25.28,24.94,124858,315588984.0,1.35,-1.27,-0.32,1.21
2025-12-19,300001,25.02,25.28,25.45,25.02,111493,284317740.0,1.72,1.32,0.33,1.08
2025-12-22,300001,25.28,25.53,25.71,25.28,133240,342684613.0,1.7,0.99,0.25,1.29
2025-12-23,300001,25.49,25.69,25.83,25.42,144778,373988548.0,1.61,0.63,0.16,1.4
2025-12-24,300001,25.78,26.46,26.54,25.56,280380,741529222.0,3.81,3.0,0.77,2.72
2025-12-25,300001,26.46,26.41,26.66,26.2,194098,516380487.0,1.74,-0.19,-0.05,1.88
2025-12-26,300001,26.4,26.19,26.52,26.07,181330,480066553.0,1.7,-0.83,-0.22,1.76
2025-12-29,300001,26.08,25.82,26.12,25.74,187708,490438853.0,1.45,-1.41,-0.37,1.82
2025-12-30,300001,25.7,25.77,26.03,25.5,134086,348729646.0,2.05,-0.19,-0.05,1.3
2025-12-31,300001,25.74,25.48,25.79,25.28,148763,381738200.0,1.98,-1.13,-0.29,1.44
2026-01-05,300001,25.48,26.14,26.26,25.42,234253,612984780.0,3.3,2.59,0.66,2.26
2026-01-06,300001,26.18,26.5,26.57,26.1,196107,521498438.0,1.8,1.38,0.36,1.89
2026-01-07,300001,26.45,26.76,27.08,26.36,272403,732552419.0,2.72,0.98,0.26,2.63
2026-01-08,300001,26.6,26.6,26.89,26.34,201497,541372304.0,2.06,-0.6,-0.16,1.95
2026-01-09,300001,26.6,27.08,27.1,26.57,238989,646643772.0,1.99,1.8,0.48,2.31
2026-01-12,300001,27.07,27.11,27.2,26.77,294257,800347663.0,1.59,0.11,0.03,2.84
2026-01-13,300001,27.14,28.59,29.26,26.5,659782,1853932809.0,10.18,5.46,1.48,6.38
2026-01-14,300001,28.31,27.66,28.43,27.3,605646,1705996125.0,3.95,-3.25,-0.93,5.85
2026-01-15,300001,27.28,27.68,27.98,27.2,334426,928837323.0,2.82,0.07,0.02,3.23
2026-01-16,300001,29.17,27.9,29.49,27.84,547842,1580491015.0,5.96,0.79,0.22,5.29
2026-01-19,300001,27.98,29.4,29.69,27.98,649837,1906388179.0,6.13,5.38,1.5,6.28
2026-01-20,300001,29.32,28.83,29.33,28.5,459770,1336928378.0,2.82,-1.94,-0.57,4.44
2026-01-21,300001,28.4,28.88,29.12,28.1,322915,931796578.0,3.54,0.17,0.05,3.12
2026-01-22,300001,28.89,28.6,29.15,28.39,247493,712750463.0,2.63,-0.97,-0.28,2.39
2026-01-23,300001,28.54,28.88,29.21,28.5,312664,910729050.0,2.48,0.98,0.28,3.02
2026-01-26,300001,28.9,28.42,29.15,28.25,311052,898527377.0,3.12,-1.59,-0.46,3.01
2026-01-27,300001,28.23,27.85,28.23,27.27,322828,900533751.0,3.38,-2.01,-0.57,3.12
2026-01-28,300001,27.8,27.89,28.23,27.65,179883,505112533.0,2.08,0.14,0.04,1.74
2026-01-29,300001,27.74,27.21,27.87,27.12,212527,587791681.0,2.69,-2.44,-0.68,2.05
2026-01-30,300001,27.17,26.74,27.4,26.16,234459,630284380.0,4.56,-1.73,-0.47,2.27
2026-02-02,300001,27.22,26.91,27.64,26.85,295676,811769460.0,2.95,0.64,0.17,2.86
2026-02-03,300001,27.15,27.32,27.39,26.76,189726,516704531.0,2.34,1.52,0.41,1.83
2026-02-04,300001,27.15,27.67,28.04,27.09,217282,602707711.0,3.48,1.28,0.35,2.1
2026-02-05,300001,27.5,26.6,27.55,26.48,223835,604633959.0,3.87,-3.87,-1.07,2.16
2026-02-06,300001,26.31,26.71,27.13,26.16,165799,447412043.0,3.65,0.41,0.11,1.6
2026-02-09,300001,27.15,26.95,27.31,26.81,167140,454661249.0,1.87,0.9,0.24,1.62
2026-02-10,300001,26.96,26.81,27.03,26.72,126364,342019046.0,1.15,-0.52,-0.14,1.22
2026-02-11,300001,26.9,26.83,27.35,26.82,121128,329001820.0,1.98,0.07,0.02,1.17
2026-02-12,300001,27.05,27.49,27.88,26.75,256634,709073074.0,4.21,2.46,0.66,2.48
2026-02-13,300001,27.27,27.0,27.43,27.0,155953,427094256.0,1.56,-1.78,-0.49,1.51
