日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-25,002520,6.52,6.42,6.58,6.41,457096,295423999.87,2.57,-2.87,-0.19,6.37
2025-09-26,002520,6.38,6.12,6.38,6.11,490910,303988802.0,4.21,-4.67,-0.3,6.84
2025-09-29,002520,6.12,6.14,6.17,5.96,329932,200879593.71,3.43,0.33,0.02,4.6
2025-09-30,002520,6.17,6.12,6.19,6.11,237687,145962884.03,1.3,-0.33,-0.02,3.31
2025-10-09,002520,6.1,6.13,6.16,6.07,242579,148614075.42,1.47,0.16,0.01,3.38
2025-10-10,002520,6.13,6.12,6.23,6.08,256036,157533908.11,2.45,-0.16,-0.01,3.57
2025-10-13,002520,5.9,6.03,6.05,5.68,272602,161873611.73,6.05,-1.47,-0.09,3.8
2025-10-14,002520,6.06,5.93,6.11,5.91,224806,134817559.08,3.32,-1.66,-0.1,3.13
2025-10-15,002520,5.93,6.05,6.05,5.87,202936,121067482.2,3.04,2.02,0.12,2.83
2025-10-16,002520,6.04,5.88,6.04,5.87,228608,135379569.0,2.81,-2.81,-0.17,3.19
2025-10-17,002520,5.91,5.72,5.92,5.71,189657,110027902.72,3.57,-2.72,-0.16,2.64
2025-10-20,002520,5.8,5.82,5.84,5.76,131622,76336458.86,1.4,1.75,0.1,1.83
2025-10-21,002520,5.82,5.89,5.89,5.78,131714,77172379.98,1.89,1.2,0.07,1.84
2025-10-22,002520,5.86,5.93,6.01,5.83,175546,104352168.47,3.06,0.68,0.04,2.45
2025-10-23,002520,5.94,5.95,5.96,5.84,136067,80149631.75,2.02,0.34,0.02,1.9
2025-10-24,002520,5.97,6.0,6.02,5.94,165619,99258418.27,1.34,0.84,0.05,2.31
2025-10-27,002520,6.06,6.02,6.08,5.96,178668,107135546.54,2.0,0.33,0.02,2.49
2025-10-28,002520,6.02,5.97,6.02,5.96,145013,86847145.29,1.0,-0.83,-0.05,2.02
2025-10-29,002520,5.99,6.0,6.01,5.89,170707,101591307.85,2.01,0.5,0.03,2.38
2025-10-30,002520,6.0,5.9,6.0,5.9,138187,82152747.96,1.67,-1.67,-0.1,1.93
2025-10-31,002520,5.9,6.03,6.05,5.89,247284,148509612.7,2.71,2.2,0.13,3.45
2025-11-03,002520,6.04,6.08,6.08,5.98,169710,102391592.66,1.66,0.83,0.05,2.37
2025-11-04,002520,6.05,6.05,6.08,6.0,129505,78094210.0,1.32,-0.49,-0.03,1.81
