日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-23,600397,7.49,7.84,8.05,7.11,642626,485315075.0,12.82,6.96,0.51,6.49
2025-09-24,600397,7.63,7.69,7.84,7.59,364486,279400579.0,3.19,-1.91,-0.15,3.68
2025-09-25,600397,7.6,7.88,8.14,7.52,402152,316924193.0,8.06,2.47,0.19,4.06
2025-09-26,600397,7.96,7.33,7.97,7.29,414853,311275837.0,8.63,-6.98,-0.55,4.19
2025-09-29,600397,7.26,6.87,7.31,6.85,495908,345650590.0,6.28,-6.28,-0.46,5.01
2025-09-30,600397,6.73,6.96,7.03,6.73,260701,180565933.0,4.37,1.31,0.09,2.63
2025-10-09,600397,7.02,7.42,7.55,6.99,388032,282760420.0,8.05,6.61,0.46,3.92
2025-10-10,600397,7.51,7.23,7.52,7.19,249121,182916990.0,4.45,-2.56,-0.19,2.52
2025-10-13,600397,7.02,7.32,7.38,6.87,220722,157940832.0,7.05,1.24,0.09,2.23
2025-10-14,600397,7.3,7.88,8.05,7.29,918227,727308226.0,10.38,7.65,0.56,9.28
2025-10-15,600397,7.84,7.72,7.89,7.67,564092,436990231.0,2.79,-2.03,-0.16,5.7
2025-10-16,600397,7.68,7.63,8.26,7.59,501900,395076173.0,8.68,-1.17,-0.09,5.07
2025-10-17,600397,7.58,7.35,7.84,7.3,344004,258440687.0,7.08,-3.67,-0.28,3.47
2025-10-20,600397,7.42,7.4,7.56,7.32,231794,172632924.0,3.27,0.68,0.05,2.34
2025-10-21,600397,7.4,7.66,7.68,7.31,288501,217625045.0,5.0,3.51,0.26,2.91
2025-10-22,600397,7.64,7.61,7.72,7.56,172306,131167524.0,2.09,-0.65,-0.05,1.74
2025-10-23,600397,7.58,7.44,7.6,7.34,193976,144323460.0,3.42,-2.23,-0.17,1.96
2025-10-24,600397,7.44,7.26,7.44,7.21,226517,165323887.0,3.09,-2.42,-0.18,2.29
2025-10-27,600397,7.29,7.73,7.85,7.25,442948,339360783.0,8.26,6.47,0.47,4.47
2025-10-28,600397,7.68,7.78,8.03,7.6,368416,288662904.0,5.56,0.65,0.05,3.72
2025-10-29,600397,7.58,7.78,7.86,7.54,407886,315199363.0,4.11,0.0,0.0,4.12
2025-10-30,600397,7.74,7.34,7.78,7.3,475270,352698754.0,6.17,-5.66,-0.44,4.8
2025-10-31,600397,7.41,7.34,7.54,7.31,202325,149546954.0,3.13,0.0,0.0,2.04
2025-11-03,600397,7.34,7.32,7.36,7.24,191483,139686329.0,1.63,-0.27,-0.02,1.93
2025-11-04,600397,7.34,7.22,7.34,7.18,163841,118493354.0,2.19,-1.37,-0.1,1.66
2025-11-05,600397,7.16,7.45,7.58,7.15,323840,239610020.0,5.96,3.19,0.23,3.27
2025-11-06,600397,7.42,7.26,7.45,7.23,237234,172846731.0,2.95,-2.55,-0.19,2.4
2025-11-07,600397,7.23,7.18,7.28,7.16,161104,116075022.0,1.65,-1.1,-0.08,1.63
2025-11-10,600397,7.26,7.2,7.28,7.16,131956,95024515.0,1.67,0.28,0.02,1.33
2025-11-11,600397,7.23,7.14,7.25,7.11,132374,94454738.0,1.94,-0.83,-0.06,1.34
2025-11-12,600397,7.13,6.98,7.14,6.97,158767,111755625.0,2.38,-2.24,-0.16,1.6
2025-11-13,600397,6.98,7.1,7.14,6.91,136846,96654164.0,3.3,1.72,0.12,1.38
2025-11-14,600397,7.1,6.98,7.12,6.97,143411,100666349.0,2.11,-1.69,-0.12,1.45
2025-11-17,600397,6.96,6.94,6.96,6.82,131273,90539576.0,2.01,-0.57,-0.04,1.33
2025-11-18,600397,6.92,6.9,7.07,6.85,135091,93741111.0,3.17,-0.58,-0.04,1.36
2025-11-19,600397,6.88,6.72,6.88,6.56,198336,132584385.0,4.64,-2.61,-0.18,2.0
2025-11-20,600397,6.73,6.69,6.82,6.63,114218,76680059.0,2.83,-0.45,-0.03,1.15
2025-11-21,600397,6.64,6.27,6.71,6.19,286521,183794693.0,7.77,-6.28,-0.42,2.89
2025-11-24,600397,6.23,6.44,6.48,6.23,197017,125735717.0,3.99,2.71,0.17,1.99
2025-11-25,600397,6.46,6.53,6.65,6.45,123995,81273860.0,3.11,1.4,0.09,1.25
2025-11-26,600397,6.5,6.47,6.56,6.44,90227,58690312.0,1.84,-0.92,-0.06,0.91
2025-11-27,600397,6.5,6.46,6.53,6.42,66298,42993301.0,1.7,-0.15,-0.01,0.67
2025-11-28,600397,6.45,6.62,6.64,6.43,116760,76465259.0,3.25,2.48,0.16,1.18
2025-12-01,600397,6.69,6.57,6.83,6.52,126875,83827948.0,4.68,-0.76,-0.05,1.28
2025-12-02,600397,6.54,6.44,6.58,6.42,87013,56261348.0,2.44,-1.98,-0.13,0.88
2025-12-03,600397,6.42,6.47,6.62,6.37,156519,101060201.0,3.88,0.47,0.03,1.58
2025-12-04,600397,6.49,6.4,6.49,6.39,94862,61065925.0,1.55,-1.08,-0.07,0.96
2025-12-05,600397,6.39,6.72,6.76,6.35,266384,176180193.0,6.41,5.0,0.32,2.69
