日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-26,39.72,37.53,40.3,37.48,1664964.0,6396552089.0,7.16,-4.77,-1.88,12.27
2025-09-29,37.63,41.46,42.2,37.47,1913254.0,7671123009.0,12.6,10.47,3.93,14.11
2025-09-30,41.0,41.68,42.52,40.22,1646089.0,6807941539.0,5.55,0.53,0.22,12.13
2025-10-09,42.0,41.2,42.4,40.43,1323375.0,5471278831.0,4.73,-1.15,-0.48,9.75
2025-10-10,41.85,37.4,43.3,37.24,1857509.0,7371464421.0,14.71,-9.22,-3.8,13.69
2025-10-13,34.0,36.33,36.68,34.0,1235644.0,4430509042.0,7.17,-2.86,-1.07,9.11
2025-10-14,36.5,33.33,36.94,33.1,1249088.0,4361415275.0,10.57,-8.26,-3.0,9.21
2025-10-15,33.66,38.06,38.87,33.66,1907124.0,6945488029.0,15.63,14.19,4.73,14.06
2025-10-16,37.25,37.8,39.08,36.87,1179230.0,4477835334.0,5.81,-0.68,-0.26,8.69
2025-10-17,37.74,36.47,38.04,36.32,809716.0,2986710772.0,4.55,-3.52,-1.33,5.97
2025-10-20,37.56,37.0,38.2,35.76,1131646.0,4215841009.0,6.69,1.45,0.53,8.34
2025-10-21,37.63,36.6,37.88,35.43,1315136.0,4770580734.0,6.62,-1.08,-0.4,9.69
2025-10-22,35.9,36.26,37.1,35.55,871103.0,3166064396.0,4.23,-0.93,-0.34,6.42
2025-10-23,36.2,35.28,36.2,34.72,640842.0,2254575383.0,4.08,-2.7,-0.98,4.72
2025-10-24,35.68,36.96,37.36,35.06,1015855.0,3686972226.0,6.52,4.76,1.68,7.49
2025-10-27,37.34,37.73,38.5,36.2,1395520.0,5203130490.0,6.22,2.08,0.77,10.28
2025-10-28,37.59,38.0,39.24,36.81,1531177.0,5818816991.0,6.44,0.72,0.27,11.28
2025-10-29,37.93,37.03,38.23,36.45,1063441.0,3957629016.0,4.68,-2.55,-0.97,7.84
2025-10-30,36.69,36.3,37.3,35.73,874440.0,3187055043.0,4.24,-1.97,-0.73,6.44
2025-10-31,37.22,38.01,39.4,37.22,1603777.0,6142117842.0,6.01,4.71,1.71,11.82
2025-11-03,38.31,36.58,38.4,35.67,1024772.0,3737747745.0,7.18,-3.76,-1.43,7.55
2025-11-04,36.6,34.63,36.72,34.03,855380.0,2983553601.0,7.35,-5.33,-1.95,6.3
2025-11-05,33.3,34.86,35.79,33.3,704476.0,2434743230.0,7.19,0.66,0.23,5.19
2025-11-06,35.2,37.3,37.5,35.1,1176291.0,4284249079.0,6.88,7.0,2.44,8.67
2025-11-07,36.6,35.67,37.09,35.51,758267.0,2731560445.0,4.24,-4.37,-1.63,5.59
2025-11-10,35.6,34.46,35.78,34.0,608125.0,2096714027.0,4.99,-3.39,-1.21,4.48
2025-11-11,34.84,33.85,35.1,33.0,634575.0,2154130878.0,6.09,-1.77,-0.61,4.68
2025-11-12,33.54,33.21,34.32,32.8,490562.0,1639822203.0,4.49,-1.89,-0.64,3.62
2025-11-13,33.0,33.25,34.23,33.0,567723.0,1907245886.0,3.7,0.12,0.04,4.18
2025-11-14,32.77,32.47,33.58,32.03,538005.0,1762696086.0,4.66,-2.35,-0.78,3.97
2025-11-17,32.3,32.64,33.23,32.29,387518.0,1266211724.0,2.89,0.52,0.17,2.86
2025-11-18,32.58,31.63,32.9,31.4,551088.0,1761809299.0,4.6,-3.09,-1.01,4.06
2025-11-19,31.51,31.55,31.83,31.36,356222.0,1124371188.0,1.49,-0.25,-0.08,2.63
2025-11-20,32.0,31.57,32.66,31.45,464994.0,1486387339.0,3.84,0.06,0.02,3.43
2025-11-21,31.26,32.69,33.99,30.69,1132281.0,3685802096.0,10.45,3.55,1.12,8.34
2025-11-24,32.8,33.97,34.44,32.56,1006752.0,3390596264.0,5.75,3.92,1.28,7.42
2025-11-25,34.5,34.72,35.39,33.87,888573.0,3085910659.0,4.47,2.21,0.75,6.55
2025-11-26,34.72,37.9,39.2,34.3,1688271.0,6312046759.0,14.11,9.16,3.18,12.44
2025-11-27,37.9,38.6,40.35,37.48,1411412.0,5465459290.0,7.57,1.85,0.7,10.4
2025-11-28,39.45,42.92,44.41,38.93,2057956.0,8592276953.0,14.2,11.19,4.32,15.17
2025-12-01,42.5,41.96,42.8,40.68,1621445.0,6772946270.0,4.94,-2.24,-0.96,11.95
2025-12-02,41.94,42.22,43.6,41.01,1632966.0,6911420115.0,6.17,0.62,0.26,12.03
2025-12-03,42.82,39.54,43.35,39.5,1542561.0,6218896397.0,9.12,-6.35,-2.68,11.37
2025-12-04,41.7,40.22,42.8,40.1,1695932.0,6970971655.0,6.83,1.72,0.68,12.5
2025-12-05,40.04,43.31,43.64,39.6,1803330.0,7602805406.0,10.04,7.68,3.09,13.29
2025-12-08,42.5,45.22,45.47,41.5,1950201.0,8429965122.0,9.17,4.41,1.91,14.37
2025-12-09,43.67,43.5,44.67,43.0,1340777.0,5855716647.0,3.69,-3.8,-1.72,9.88
2025-12-10,42.93,42.3,43.6,41.88,1013334.0,4328237395.0,3.95,-2.76,-1.2,7.47
2025-12-11,42.7,40.26,43.1,40.01,1347156.0,5574828938.0,7.3,-4.82,-2.04,9.93
2025-12-12,40.01,38.71,40.88,38.66,1392387.0,5522923717.0,5.51,-3.85,-1.55,10.26
2025-12-15,38.14,36.79,38.49,36.55,1239875.0,4626843426.0,5.01,-4.96,-1.92,9.14
2025-12-16,36.67,35.64,37.16,35.25,720548.0,2592359177.0,5.19,-3.13,-1.15,5.31
2025-12-17,35.66,36.19,36.55,35.53,827301.0,2982614167.0,2.86,1.54,0.55,6.1
2025-12-18,35.4,35.46,36.6,35.16,649095.0,2324741496.0,3.98,-2.02,-0.73,4.78
2025-12-19,36.0,36.2,37.12,35.83,985054.0,3592311877.0,3.64,2.09,0.74,7.26
2025-12-22,36.36,37.79,38.15,36.29,1253288.0,4673882533.0,5.14,4.39,1.59,9.24
2025-12-23,37.42,36.64,37.62,36.32,832364.0,3073762693.0,3.44,-3.04,-1.15,6.13
2025-12-24,36.3,37.09,37.5,36.03,646122.0,2398294656.0,4.01,1.23,0.45,4.76
2025-12-25,37.55,40.25,40.65,37.5,1363793.0,5346740573.0,8.49,8.52,3.16,10.05
2025-12-26,39.53,40.46,40.98,39.05,1081682.0,4321079721.0,4.8,0.52,0.21,7.97
