日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-23,002617,9.85,10.27,10.43,9.64,3610416,3646702967.11,7.96,3.42,0.34,19.09
2025-09-24,002617,10.09,9.98,10.16,9.73,2390784,2370177155.18,4.19,-2.82,-0.29,12.64
2025-09-25,002617,9.95,9.61,10.0,9.57,2063422,2008271436.76,4.31,-3.71,-0.37,10.91
2025-09-26,002617,9.56,9.46,9.76,9.36,1794614,1707763726.9,4.16,-1.56,-0.15,9.49
2025-09-29,002617,9.39,9.32,9.4,9.19,1341389,1249304062.08,2.22,-1.48,-0.14,7.09
2025-09-30,002617,9.37,9.28,9.48,9.25,1083393,1012770526.03,2.47,-0.43,-0.04,5.73
2025-10-09,002617,9.3,9.46,9.53,9.3,1189452,1122044877.39,2.48,1.94,0.18,6.29
2025-10-10,002617,9.37,9.08,9.38,9.03,1341652,1228559933.83,3.7,-4.02,-0.38,7.09
2025-10-13,002617,8.6,8.92,8.95,8.6,1058521,931365827.19,3.85,-1.76,-0.16,5.6
2025-10-14,002617,8.94,8.71,9.12,8.68,942432,839851801.55,4.93,-2.35,-0.21,4.98
2025-10-15,002617,8.72,8.87,8.9,8.57,886508,775046543.04,3.79,1.84,0.16,4.69
2025-10-16,002617,8.85,8.62,8.85,8.56,761633,661205330.93,3.27,-2.82,-0.25,4.03
2025-10-17,002617,8.65,8.23,8.68,8.22,927914,779046827.84,5.34,-4.52,-0.39,4.91
2025-10-20,002617,8.33,8.39,8.44,8.31,591090,494852123.6,1.58,1.94,0.16,3.13
2025-10-21,002617,8.36,8.43,8.45,8.34,524082,440921237.75,1.31,0.48,0.04,2.77
2025-10-22,002617,8.36,8.36,8.45,8.32,417283,349498661.52,1.54,-0.83,-0.07,2.21
2025-10-23,002617,8.33,8.28,8.33,8.15,604397,496372701.02,2.15,-0.96,-0.08,3.2
2025-10-24,002617,8.31,8.42,8.44,8.28,725531,607296332.42,1.93,1.69,0.14,3.84
2025-10-27,002617,8.5,8.43,8.55,8.38,766280,647789534.68,2.02,0.12,0.01,4.05
2025-10-28,002617,8.4,8.38,8.48,8.34,564192,474158309.57,1.66,-0.59,-0.05,2.98
2025-10-29,002617,8.54,8.8,8.84,8.49,1839004,1599455069.5,4.18,5.01,0.42,9.72
2025-10-30,002617,8.75,8.93,9.15,8.64,2016122,1788850872.29,5.8,1.48,0.13,10.66
2025-10-31,002617,8.94,8.87,9.04,8.81,1192622,1065482559.74,2.58,-0.67,-0.06,6.31
2025-11-03,002617,8.87,8.82,8.9,8.64,935992,818545861.11,2.93,-0.56,-0.05,4.95
2025-11-04,002617,8.78,8.67,8.82,8.59,710976,617429195.8,2.61,-1.7,-0.15,3.76
2025-11-05,002617,8.5,8.69,8.78,8.46,692839,597758366.78,3.69,0.23,0.02,3.66
2025-11-06,002617,8.69,8.79,8.88,8.66,814373,714790074.03,2.53,1.15,0.1,4.31
2025-11-07,002617,8.75,9.06,9.17,8.71,1655053,1489302939.79,5.23,3.07,0.27,8.75
2025-11-10,002617,9.08,9.01,9.14,8.92,1140179,1029288010.07,2.43,-0.55,-0.05,6.03
2025-11-11,002617,9.01,9.35,9.42,9.0,1867469,1734130416.29,4.66,3.77,0.34,9.87
2025-11-12,002617,9.35,9.13,9.36,9.02,1191727,1089319619.61,3.64,-2.35,-0.22,6.3
2025-11-13,002617,9.14,9.05,9.17,8.95,960242,869817114.31,2.41,-0.88,-0.08,5.08
2025-11-14,002617,9.0,9.0,9.2,8.89,838163,758777663.96,3.43,-0.55,-0.05,4.43
2025-11-17,002617,8.95,8.85,8.97,8.78,787265,695819547.44,2.11,-1.67,-0.15,4.16
2025-11-18,002617,8.81,8.57,8.83,8.53,805379,693737425.49,3.39,-3.16,-0.28,4.26
2025-11-19,002617,8.59,8.45,8.64,8.37,540798,458068024.91,3.15,-1.4,-0.12,2.86
2025-11-20,002617,8.55,8.57,8.71,8.46,669158,573621433.83,2.96,1.42,0.12,3.54
2025-11-21,002617,8.44,8.03,8.52,8.03,790240,649676128.24,5.72,-6.3,-0.54,4.18
2025-11-24,002617,8.12,8.1,8.15,7.97,446209,359472570.98,2.24,0.87,0.07,2.36
2025-11-25,002617,8.12,8.18,8.27,8.12,431842,354643353.61,1.85,0.99,0.08,2.28
2025-11-26,002617,7.89,7.85,8.03,7.76,1022730,804611247.45,3.3,-4.03,-0.33,5.41
2025-11-27,002617,7.86,7.78,7.92,7.76,534023,418510174.0,2.04,-0.89,-0.07,2.82
2025-11-28,002617,7.76,7.92,7.98,7.76,529218,417885183.21,2.83,1.8,0.14,2.8
2025-12-01,002617,7.95,8.15,8.16,7.93,634163,512566573.19,2.9,2.9,0.23,3.35
2025-12-02,002617,8.14,8.02,8.14,8.0,372378,299033352.2,1.72,-1.6,-0.13,1.97
2025-12-03,002617,8.01,7.93,8.07,7.9,363235,289690602.78,2.12,-1.12,-0.09,1.92
2025-12-04,002617,7.92,8.08,8.22,7.92,702297,568018593.43,3.78,1.89,0.15,3.71
2025-12-05,002617,8.03,8.06,8.09,7.93,477736,383222716.44,1.98,-0.25,-0.02,2.53
2025-12-08,002617,8.08,8.11,8.15,8.04,502390,406683905.48,1.36,0.62,0.05,2.66
2025-12-09,002617,8.08,8.02,8.11,7.98,471134,378406304.42,1.6,-1.11,-0.09,2.49
2025-12-10,002617,7.99,7.98,8.01,7.9,374506,298036253.28,1.37,-0.5,-0.04,1.98
2025-12-11,002617,7.98,7.87,8.02,7.85,329066,261266539.31,2.13,-1.38,-0.11,1.74
2025-12-12,002617,7.84,8.14,8.18,7.84,905447,732501693.55,4.32,3.43,0.27,4.79
2025-12-15,002617,8.09,7.99,8.12,7.98,450110,362072456.42,1.72,-1.84,-0.15,2.38
2025-12-16,002617,7.97,7.72,7.99,7.7,551569,428769068.49,3.63,-3.38,-0.27,2.92
2025-12-17,002617,7.72,7.77,7.78,7.59,420116,323048000.45,2.46,0.65,0.05,2.22
2025-12-18,002617,7.7,7.72,7.83,7.66,315835,244993167.3,2.19,-0.64,-0.05,1.67
2025-12-19,002617,7.72,7.79,7.81,7.72,312058,242693427.42,1.17,0.91,0.07,1.65
2025-12-22,002617,7.76,7.85,7.93,7.76,369947,291140430.86,2.18,0.77,0.06,1.96
2025-12-23,002617,7.85,7.71,7.85,7.68,390306,302718079.47,2.17,-1.78,-0.14,2.06
2025-12-24,002617,7.68,7.8,7.81,7.63,370296,287413646.69,2.33,1.17,0.09,1.96
2025-12-25,002617,7.79,7.92,7.96,7.76,463327,365142240.86,2.56,1.54,0.12,2.45
2025-12-26,002617,7.88,7.93,7.97,7.84,460704,365225332.0,1.64,0.13,0.01,2.44
2025-12-29,002617,7.9,8.2,8.46,7.89,1434902,1180507725.77,7.19,3.4,0.27,7.59
2025-12-30,002617,8.13,8.25,8.34,8.1,757908,619433082.58,2.93,0.61,0.05,4.01
2025-12-31,002617,8.21,8.1,8.22,8.08,504907,409683297.32,1.7,-1.82,-0.15,2.67
